StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
C1	c	25.0	85.0	20.0	6.0	0.17	0.30	161.0	191.0	10.0
C2	c	22.0	75.0	30.0	10.0	0.17	0.46	84.0	114.0	10.0
C3	c	22.0	85.0	10.0	5.0	0.51	0.41	113.0	143.0	10.0
C4	c	20.0	80.0	40.0	0.0	0.28	0.00	61.0	91.0	10.0
C5	c	20.0	85.0	20.0	8.0	0.12	0.21	139.0	169.0	10.0
C6	c	18.0	75.0	20.0	13.0	0.15	0.41	105.0	135.0	10.0
C7	c	15.0	75.0	20.0	6.0	0.18	0.36	102.0	132.0	10.0
C8	c	15.0	80.0	10.0	15.0	0.12	0.08	95.0	125.0	10.0
C9	c	10.0	35.0	20.0	15.0	0.16	0.43	123.0	153.0	10.0
C10	c	10.0	40.0	30.0	7.0	0.06	0.37	89.0	119.0	10.0
C11	c	8.0	40.0	40.0	4.0	0.34	0.32	86.0	116.0	10.0
C12	c	8.0	45.0	20.0	17.0	0.14	0.37	111.0	141.0	10.0
C13	c	5.0	35.0	10.0	10.0	0.21	0.34	49.0	79.0	10.0
C14	c	5.0	45.0	10.0	12.0	0.10	0.37	36.0	66.0	10.0
C15	c	2.0	40.0	20.0	2.0	0.33	0.13	103.0	133.0	10.0
C16	c	0.0	40.0	20.0	21.0	0.14	0.25	154.0	184.0	10.0
C17	c	0.0	45.0	20.0	2.0	0.26	0.46	159.0	189.0	10.0
C18	c	44.0	5.0	20.0	20.0	0.48	0.12	79.0	109.0	10.0
C19	c	42.0	10.0	40.0	17.0	0.20	0.43	48.0	78.0	10.0
C20	c	42.0	15.0	10.0	5.0	0.40	0.06	119.0	149.0	10.0
C21	c	40.0	5.0	10.0	8.0	0.42	0.19	155.0	185.0	10.0
C22	c	40.0	15.0	40.0	21.0	0.47	0.13	106.0	136.0	10.0
C23	c	38.0	5.0	30.0	24.0	0.10	0.25	89.0	119.0	10.0
C24	c	38.0	15.0	10.0	11.0	0.29	0.29	108.0	138.0	10.0
C25	c	35.0	5.0	20.0	11.0	0.21	0.48	111.0	141.0	10.0
C26	c	95.0	30.0	30.0	5.0	0.22	0.43	103.0	133.0	10.0
C27	c	95.0	35.0	20.0	8.0	0.28	0.18	142.0	172.0	10.0
C28	c	92.0	30.0	10.0	16.0	0.45	0.30	144.0	174.0	10.0
C29	c	90.0	35.0	10.0	3.0	0.17	0.24	128.0	158.0	10.0
C30	c	88.0	30.0	10.0	29.0	0.15	0.08	129.0	159.0	10.0
C31	c	88.0	35.0	20.0	11.0	0.26	0.12	102.0	132.0	10.0
C32	c	87.0	30.0	10.0	11.0	0.03	0.34	67.0	97.0	10.0
C33	c	85.0	25.0	10.0	6.0	0.25	0.11	99.0	129.0	10.0
C34	c	85.0	35.0	30.0	16.0	0.48	0.32	152.0	182.0	10.0
C35	c	67.0	85.0	20.0	1.0	0.12	0.48	155.0	185.0	10.0
C36	c	65.0	85.0	40.0	1.0	0.34	0.47	57.0	87.0	10.0
C37	c	65.0	82.0	10.0	19.0	0.46	0.20	56.0	86.0	10.0
C38	c	62.0	80.0	30.0	14.0	0.49	0.44	90.0	120.0	10.0
C39	c	60.0	80.0	10.0	16.0	0.26	0.37	100.0	130.0	10.0
C40	c	60.0	85.0	30.0	9.0	0.36	0.28	157.0	187.0	10.0
C41	c	58.0	75.0	20.0	22.0	0.27	0.32	110.0	140.0	10.0
