StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C1	c	41.0	49.0	10.0	23.0	0.46	0.08	18.0	64.0	10.0
C2	c	35.0	17.0	7.0	17.0	0.05	0.22	40.0	164.0	10.0
C3	c	55.0	45.0	13.0	7.0	0.05	0.43	23.0	197.0	10.0
C4	c	55.0	20.0	19.0	2.0	0.46	0.09	93.0	131.0	10.0
C5	c	15.0	30.0	26.0	21.0	0.14	0.31	58.0	199.0	10.0
C6	c	25.0	30.0	3.0	7.0	0.21	0.17	35.0	165.0	10.0
C7	c	20.0	50.0	5.0	16.0	0.22	0.01	74.0	112.0	10.0
C8	c	10.0	43.0	9.0	23.0	0.15	0.08	27.0	123.0	10.0
C9	c	55.0	60.0	16.0	29.0	0.16	0.46	68.0	187.0	10.0
C10	c	30.0	60.0	16.0	28.0	0.04	0.04	120.0	194.0	10.0
C11	c	20.0	65.0	12.0	21.0	0.37	0.33	78.0	168.0	10.0
C12	c	50.0	35.0	19.0	9.0	0.02	0.44	160.0	204.0	10.0
C13	c	30.0	25.0	23.0	27.0	0.23	0.39	117.0	208.0	10.0
C14	c	15.0	10.0	20.0	19.0	0.11	0.39	33.0	137.0	10.0
C15	c	30.0	5.0	8.0	11.0	0.47	0.39	88.0	150.0	10.0
C16	c	10.0	20.0	19.0	7.0	0.49	0.10	30.0	142.0	10.0
C17	c	5.0	30.0	2.0	20.0	0.31	0.09	43.0	113.0	10.0
C18	c	20.0	40.0	12.0	0.0	0.04	0.00	93.0	171.0	10.0
C19	c	15.0	60.0	17.0	12.0	0.25	0.45	84.0	187.0	10.0
C20	c	45.0	65.0	9.0	11.0	0.13	0.35	32.0	85.0	10.0
C21	c	45.0	20.0	11.0	24.0	0.37	0.15	19.0	142.0	10.0
C22	c	45.0	10.0	18.0	8.0	0.05	0.50	27.0	119.0	10.0
C23	c	55.0	5.0	29.0	4.0	0.37	0.41	48.0	183.0	10.0
C24	c	65.0	35.0	3.0	6.0	0.25	0.29	111.0	190.0	10.0
C25	c	65.0	20.0	6.0	11.0	0.25	0.20	48.0	130.0	10.0
C26	c	45.0	30.0	17.0	15.0	0.14	0.27	119.0	208.0	10.0
C27	c	35.0	40.0	16.0	3.0	0.20	0.40	52.0	215.0	10.0
C28	c	41.0	37.0	16.0	2.0	0.33	0.04	101.0	213.0	10.0
C29	c	64.0	42.0	9.0	2.0	0.44	0.08	82.0	162.0	10.0
C30	c	40.0	60.0	21.0	8.0	0.14	0.29	118.0	194.0	10.0
C31	c	31.0	52.0	27.0	14.0	0.22	0.25	18.0	202.0	10.0
C32	c	35.0	69.0	23.0	16.0	0.13	0.49	96.0	186.0	10.0
C33	c	53.0	52.0	11.0	18.0	0.48	0.49	25.0	165.0	10.0
C34	c	65.0	55.0	14.0	24.0	0.39	0.10	81.0	183.0	10.0
C35	c	63.0	65.0	8.0	28.0	0.31	0.40	55.0	178.0	10.0
C36	c	2.0	60.0	5.0	16.0	0.47	0.43	81.0	178.0	10.0
C37	c	20.0	20.0	8.0	18.0	0.43	0.42	34.0	198.0	10.0
C38	c	5.0	5.0	16.0	29.0	0.35	0.15	56.0	177.0	10.0
C39	c	60.0	12.0	31.0	13.0	0.25	0.28	50.0	186.0	10.0
C40	c	40.0	25.0	9.0	28.0	0.23	0.17	12.0	73.0	10.0
C41	c	42.0	7.0	5.0	21.0	0.48	0.32	88.0	191.0	10.0
C42	c	24.0	12.0	5.0	13.0	0.09	0.24	131.0	173.0	10.0
C43	c	23.0	3.0	7.0	22.0	0.43	0.42	43.0	185.0	10.0
C44	c	11.0	14.0	18.0	28.0	0.34	0.24	78.0	188.0	10.0
C45	c	6.0	38.0	16.0	20.0	0.09	0.37	30.0	190.0	10.0
C46	c	2.0	48.0	1.0	3.0	0.31	0.49	74.0	184.0	10.0
C47	c	8.0	56.0	27.0	14.0	0.39	0.15	64.0	185.0	10.0
C48	c	13.0	52.0	36.0	12.0	0.41	0.29	78.0	192.0	10.0
C49	c	6.0	68.0	30.0	19.0	0.16	0.19	58.0	152.0	10.0
C50	c	47.0	47.0	13.0	12.0	0.16	0.23	95.0	151.0	10.0
C51	c	49.0	58.0	10.0	21.0	0.49	0.27	89.0	193.0	10.0
C52	c	27.0	43.0	9.0	29.0	0.22	0.46	47.0	185.0	10.0
C53	c	37.0	31.0	14.0	13.0	0.35	0.33	115.0	215.0	10.0
C54	c	57.0	29.0	18.0	7.0	0.11	0.09	47.0	139.0	10.0
C55	c	63.0	23.0	2.0	29.0	0.38	0.47	31.0	185.0	10.0
C56	c	53.0	12.0	6.0	26.0	0.25	0.14	30.0	161.0	10.0
C57	c	32.0	12.0	7.0	24.0	0.38	0.30	110.0	196.0	10.0
C58	c	36.0	26.0	18.0	5.0	0.02	0.43	74.0	160.0	10.0
C59	c	21.0	24.0	28.0	25.0	0.27	0.41	60.0	152.0	10.0
C60	c	17.0	34.0	3.0	7.0	0.38	0.14	19.0	125.0	10.0
C61	c	12.0	24.0	13.0	6.0	0.33	0.49	26.0	194.0	10.0
C62	c	24.0	58.0	19.0	19.0	0.31	0.12	26.0	121.0	10.0
C63	c	27.0	69.0	10.0	20.0	0.43	0.16	47.0	185.0	10.0
C64	c	15.0	77.0	9.0	1.0	0.45	0.36	95.0	164.0	10.0
C65	c	62.0	77.0	20.0	19.0	0.17	0.40	68.0	136.0	10.0
C66	c	49.0	73.0	25.0	14.0	0.33	0.19	53.0	179.0	10.0
C67	c	67.0	5.0	25.0	14.0	0.04	0.03	60.0	162.0	10.0
