StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C1	c	41.0	49.0	10.0	7.0	0.30	0.39	16.0	102.0	10.0
C2	c	35.0	17.0	7.0	22.0	0.06	0.45	18.0	166.0	10.0
C3	c	55.0	45.0	13.0	13.0	0.48	0.01	0.0	967.0	10.0
C4	c	55.0	20.0	19.0	28.0	0.33	0.26	0.0	965.0	10.0
C5	c	15.0	30.0	26.0	3.0	0.24	0.29	21.0	182.0	10.0
C6	c	25.0	30.0	3.0	14.0	0.23	0.46	0.0	978.0	10.0
C7	c	20.0	50.0	5.0	24.0	0.33	0.15	32.0	110.0	10.0
C8	c	10.0	43.0	9.0	18.0	0.31	0.09	0.0	963.0	10.0
C9	c	55.0	60.0	16.0	14.0	0.45	0.42	558.0	700.0	10.0
C10	c	30.0	60.0	16.0	3.0	0.43	0.03	585.0	691.0	10.0
C11	c	20.0	65.0	12.0	17.0	0.46	0.04	0.0	956.0	10.0
C12	c	50.0	35.0	19.0	1.0	0.37	0.21	850.0	934.0	10.0
C13	c	30.0	25.0	23.0	18.0	0.02	0.46	12.0	133.0	10.0
C14	c	15.0	10.0	20.0	17.0	0.42	0.27	0.0	957.0	10.0
C15	c	30.0	5.0	8.0	13.0	0.40	0.27	861.0	959.0	10.0
C16	c	10.0	20.0	19.0	4.0	0.34	0.12	527.0	665.0	10.0
C17	c	5.0	30.0	2.0	10.0	0.44	0.27	0.0	959.0	10.0
C18	c	20.0	40.0	12.0	16.0	0.14	0.44	403.0	513.0	10.0
C19	c	15.0	60.0	17.0	28.0	0.15	0.01	0.0	957.0	10.0
C20	c	45.0	65.0	9.0	29.0	0.15	0.38	679.0	769.0	10.0
C21	c	45.0	20.0	11.0	20.0	0.05	0.44	67.0	213.0	10.0
C22	c	45.0	10.0	18.0	3.0	0.36	0.24	0.0	963.0	10.0
C23	c	55.0	5.0	29.0	6.0	0.16	0.10	94.0	274.0	10.0
C24	c	65.0	35.0	3.0	19.0	0.30	0.31	0.0	960.0	10.0
C25	c	65.0	20.0	6.0	16.0	0.10	0.35	69.0	183.0	10.0
C26	c	45.0	30.0	17.0	24.0	0.15	0.43	0.0	978.0	10.0
C27	c	35.0	40.0	16.0	9.0	0.39	0.34	299.0	477.0	10.0
C28	c	41.0	37.0	16.0	14.0	0.08	0.22	0.0	983.0	10.0
C29	c	64.0	42.0	9.0	1.0	0.34	0.42	847.0	960.0	10.0
C30	c	40.0	60.0	21.0	8.0	0.10	0.50	0.0	964.0	10.0
C31	c	31.0	52.0	27.0	3.0	0.48	0.50	0.0	972.0	10.0
C32	c	35.0	69.0	23.0	16.0	0.23	0.26	0.0	956.0	10.0
C33	c	53.0	52.0	11.0	16.0	0.15	0.35	249.0	409.0	10.0
C34	c	65.0	55.0	14.0	8.0	0.16	0.10	0.0	953.0	10.0
C35	c	63.0	65.0	8.0	22.0	0.30	0.05	0.0	948.0	10.0
C36	c	2.0	60.0	5.0	16.0	0.17	0.42	823.0	948.0	10.0
C37	c	20.0	20.0	8.0	29.0	0.33	0.43	0.0	968.0	10.0
C38	c	5.0	5.0	16.0	5.0	0.03	0.29	0.0	947.0	10.0
C39	c	60.0	12.0	31.0	3.0	0.20	0.12	284.0	440.0	10.0
C40	c	40.0	25.0	9.0	5.0	0.24	0.24	0.0	978.0	10.0
C41	c	42.0	7.0	5.0	13.0	0.38	0.24	782.0	912.0	10.0
C42	c	24.0	12.0	5.0	4.0	0.12	0.05	0.0	964.0	10.0
C43	c	23.0	3.0	7.0	5.0	0.45	0.18	0.0	955.0	10.0
C44	c	11.0	14.0	18.0	16.0	0.43	0.03	0.0	958.0	10.0
C45	c	6.0	38.0	16.0	20.0	0.14	0.44	779.0	960.0	10.0
C46	c	2.0	48.0	1.0	11.0	0.30	0.13	58.0	194.0	10.0
C47	c	8.0	56.0	27.0	1.0	0.17	0.09	619.0	763.0	10.0
C48	c	13.0	52.0	36.0	14.0	0.13	0.46	0.0	962.0	10.0
C49	c	6.0	68.0	30.0	12.0	0.28	0.49	0.0	946.0	10.0
C50	c	47.0	47.0	13.0	0.0	0.34	0.00	507.0	599.0	10.0
C51	c	49.0	58.0	10.0	14.0	0.40	0.48	0.0	963.0	10.0
C52	c	27.0	43.0	9.0	28.0	0.03	0.51	0.0	978.0	10.0
C53	c	37.0	31.0	14.0	29.0	0.28	0.50	0.0	985.0	10.0
C54	c	57.0	29.0	18.0	14.0	0.04	0.18	23.0	144.0	10.0
C55	c	63.0	23.0	2.0	0.0	0.16	0.00	420.0	590.0	10.0
C56	c	53.0	12.0	6.0	17.0	0.39	0.27	0.0	960.0	10.0
C57	c	32.0	12.0	7.0	2.0	0.10	0.37	0.0	966.0	10.0
C58	c	36.0	26.0	18.0	1.0	0.44	0.43	0.0	980.0	10.0
C59	c	21.0	24.0	28.0	14.0	0.17	0.26	18.0	140.0	10.0
C60	c	17.0	34.0	3.0	16.0	0.06	0.12	589.0	721.0	10.0
C61	c	12.0	24.0	13.0	17.0	0.42	0.01	329.0	551.0	10.0
C62	c	24.0	58.0	19.0	13.0	0.47	0.19	840.0	964.0	10.0
C63	c	27.0	69.0	10.0	2.0	0.29	0.36	779.0	943.0	10.0
C64	c	15.0	77.0	9.0	27.0	0.01	0.11	719.0	821.0	10.0
C65	c	62.0	77.0	20.0	2.0	0.21	0.48	113.0	215.0	10.0
C66	c	49.0	73.0	25.0	23.0	0.42	0.26	602.0	752.0	10.0
C67	c	67.0	5.0	25.0	23.0	0.33	0.02	0.0	946.0	10.0
C68	c	56.0	39.0	36.0	17.0	0.43	0.46	0.0	968.0	10.0
C69	c	37.0	47.0	6.0	6.0	0.20	0.44	0.0	977.0	10.0
C70	c	37.0	56.0	5.0	3.0	0.02	0.22	0.0	968.0	10.0
C71	c	57.0	68.0	15.0	28.0	0.46	0.47	0.0	950.0	10.0
C72	c	47.0	16.0	25.0	17.0	0.04	0.43	0.0	967.0	10.0
