StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C47	c	8.0	56.0	27.0	9.0	0.50	0.16	371.0	819.0	10.0
C87	c	28.0	18.0	26.0	29.0	0.29	0.03	535.0	563.0	10.0
C9	c	55.0	60.0	16.0	15.0	0.47	0.35	395.0	835.0	10.0
C88	c	26.0	52.0	9.0	9.0	0.37	0.51	165.0	617.0	10.0
C46	c	2.0	48.0	1.0	15.0	0.05	0.35	46.0	460.0	10.0
C27	c	35.0	40.0	16.0	2.0	0.11	0.40	97.0	679.0	10.0
C10	c	30.0	60.0	16.0	7.0	0.05	0.19	489.0	787.0	10.0
C70	c	37.0	56.0	5.0	0.0	0.03	0.00	22.0	286.0	10.0
C30	c	40.0	60.0	21.0	24.0	0.30	0.33	422.0	726.0	10.0
C5	c	15.0	30.0	26.0	17.0	0.02	0.35	21.0	535.0	10.0
C22	c	45.0	10.0	18.0	10.0	0.10	0.06	607.0	963.0	10.0
C79	c	57.0	48.0	23.0	22.0	0.33	0.20	26.0	389.0	10.0
C4	c	55.0	20.0	19.0	0.0	0.07	0.00	701.0	883.0	10.0
C63	c	27.0	69.0	10.0	26.0	0.16	0.30	360.0	890.0	10.0
C34	c	65.0	55.0	14.0	4.0	0.42	0.36	116.0	502.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S1	f	64.0	37.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S3	f	48.0	60.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S7	f	20.0	61.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S13	f	21.0	22.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
