StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
C96	c	55.0	54.0	26.0	23.0	0.41	0.47	319.0	355.0	10.0
C43	c	55.0	85.0	20.0	27.0	0.32	0.26	39.0	490.0	10.0
C87	c	12.0	24.0	13.0	5.0	0.27	0.35	441.0	441.0	10.0
C100	c	31.0	67.0	3.0	9.0	0.45	0.09	528.0	528.0	10.0
C15	c	2.0	40.0	20.0	16.0	0.27	0.15	607.0	739.0	10.0
C58	c	15.0	10.0	20.0	6.0	0.40	0.25	198.0	406.0	10.0
C31	c	88.0	35.0	20.0	24.0	0.17	0.30	71.0	689.0	10.0
C82	c	27.0	43.0	9.0	4.0	0.39	0.36	488.0	650.0	10.0
C93	c	61.0	52.0	3.0	4.0	0.12	0.32	350.0	404.0	10.0
C6	c	18.0	75.0	20.0	24.0	0.22	0.27	142.0	494.0	10.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S1	f	77.0	52.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S3	f	57.0	82.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S11	f	10.0	28.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
