StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C91	c	15.0	19.0	1.0	2.0	0.40	0.20	87.0	97.0	10.0
C84	c	11.0	31.0	7.0	21.0	0.49	0.27	96.0	106.0	10.0
C53	c	37.0	31.0	14.0	11.0	0.38	0.39	0.0	215.0	10.0
C18	c	20.0	40.0	12.0	4.0	0.36	0.34	0.0	204.0	10.0
C27	c	35.0	40.0	16.0	3.0	0.06	0.05	173.0	183.0	10.0
C81	c	55.0	54.0	26.0	4.0	0.45	0.03	0.0	192.0	10.0
C83	c	14.0	37.0	11.0	0.0	0.43	0.00	0.0	198.0	10.0
C45	c	6.0	38.0	16.0	3.0	0.13	0.45	0.0	190.0	10.0
C26	c	45.0	30.0	17.0	11.0	0.28	0.49	0.0	208.0	10.0
C16	c	10.0	20.0	19.0	0.0	0.09	0.00	71.0	81.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S9	f	15.0	42.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S13	f	21.0	22.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
