StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C1	c	41.0	49.0	10.0	24.0	0.23	0.20	16.0	256.0	10.0
C2	c	35.0	17.0	7.0	23.0	0.16	0.40	0.0	972.0	10.0
C3	c	55.0	45.0	13.0	19.0	0.18	0.34	721.0	961.0	10.0
C4	c	55.0	20.0	19.0	26.0	0.33	0.46	672.0	912.0	10.0
C5	c	15.0	30.0	26.0	11.0	0.47	0.16	0.0	969.0	10.0
C6	c	25.0	30.0	3.0	11.0	0.51	0.26	512.0	752.0	10.0
C7	c	20.0	50.0	5.0	4.0	0.38	0.45	22.0	262.0	10.0
C8	c	10.0	43.0	9.0	25.0	0.44	0.25	27.0	267.0	10.0
C9	c	55.0	60.0	16.0	23.0	0.42	0.35	0.0	957.0	10.0
C10	c	30.0	60.0	16.0	7.0	0.20	0.42	0.0	964.0	10.0
C11	c	20.0	65.0	12.0	16.0	0.03	0.27	641.0	881.0	10.0
C12	c	50.0	35.0	19.0	9.0	0.50	0.39	735.0	975.0	10.0
C13	c	30.0	25.0	23.0	11.0	0.34	0.15	0.0	978.0	10.0
C14	c	15.0	10.0	20.0	25.0	0.12	0.22	119.0	359.0	10.0
C15	c	30.0	5.0	8.0	15.0	0.26	0.40	719.0	959.0	10.0
C16	c	10.0	20.0	19.0	3.0	0.35	0.15	476.0	716.0	10.0
C17	c	5.0	30.0	2.0	11.0	0.06	0.44	682.0	922.0	10.0
C18	c	20.0	40.0	12.0	16.0	0.02	0.16	0.0	974.0	10.0
C19	c	15.0	60.0	17.0	28.0	0.42	0.11	178.0	418.0	10.0
C20	c	45.0	65.0	9.0	21.0	0.09	0.19	604.0	844.0	10.0
C21	c	45.0	20.0	11.0	4.0	0.35	0.11	0.0	971.0	10.0
C22	c	45.0	10.0	18.0	0.0	0.23	0.00	0.0	963.0	10.0
C23	c	55.0	5.0	29.0	24.0	0.30	0.45	64.0	304.0	10.0
C24	c	65.0	35.0	3.0	19.0	0.15	0.33	0.0	960.0	10.0
C25	c	65.0	20.0	6.0	8.0	0.10	0.41	0.0	956.0	10.0
C26	c	45.0	30.0	17.0	20.0	0.06	0.01	73.0	313.0	10.0
C27	c	35.0	40.0	16.0	9.0	0.36	0.36	268.0	508.0	10.0
