StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C79	c	57.0	48.0	23.0	21.0	0.17	0.21	0.0	964.0	10.0
C44	c	11.0	14.0	18.0	3.0	0.24	0.45	42.0	178.0	10.0
C23	c	55.0	5.0	29.0	14.0	0.08	0.14	53.0	233.0	10.0
C38	c	5.0	5.0	16.0	23.0	0.05	0.48	0.0	947.0	10.0
C25	c	65.0	20.0	6.0	7.0	0.26	0.35	418.0	532.0	10.0
C41	c	42.0	7.0	5.0	14.0	0.31	0.34	782.0	912.0	10.0
C70	c	37.0	56.0	5.0	24.0	0.36	0.46	0.0	968.0	10.0
C85	c	16.0	22.0	41.0	21.0	0.42	0.41	552.0	744.0	10.0
C87	c	28.0	18.0	26.0	2.0	0.12	0.24	530.0	568.0	10.0
C46	c	2.0	48.0	1.0	12.0	0.14	0.45	46.0	182.0	10.0
C61	c	12.0	24.0	13.0	13.0	0.50	0.01	329.0	551.0	10.0
C48	c	13.0	52.0	36.0	29.0	0.32	0.37	418.0	558.0	10.0
C42	c	24.0	12.0	5.0	8.0	0.48	0.33	0.0	964.0	10.0
C72	c	47.0	16.0	25.0	18.0	0.37	0.34	104.0	252.0	10.0
C11	c	20.0	65.0	12.0	9.0	0.05	0.39	0.0	956.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S5	f	28.0	62.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S9	f	15.0	42.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S13	f	21.0	22.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S15	f	34.0	16.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S19	f	64.0	19.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
