StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C1	c	41.0	49.0	10.0	23.0	0.15	0.50	16.0	190.0	10.0
C2	c	35.0	17.0	7.0	26.0	0.26	0.33	18.0	567.0	10.0
C3	c	55.0	45.0	13.0	29.0	0.32	0.09	61.0	967.0	10.0
C4	c	55.0	20.0	19.0	17.0	0.33	0.08	727.0	857.0	10.0
C5	c	15.0	30.0	26.0	21.0	0.18	0.51	21.0	647.0	10.0
C6	c	25.0	30.0	3.0	19.0	0.04	0.24	344.0	920.0	10.0
C7	c	20.0	50.0	5.0	24.0	0.09	0.40	22.0	159.0	10.0
C8	c	10.0	43.0	9.0	10.0	0.45	0.01	27.0	434.0	10.0
C9	c	55.0	60.0	16.0	10.0	0.15	0.31	371.0	887.0	10.0
C10	c	30.0	60.0	16.0	27.0	0.02	0.07	487.0	789.0	10.0
C11	c	20.0	65.0	12.0	15.0	0.03	0.45	569.0	953.0	10.0
C12	c	50.0	35.0	19.0	3.0	0.18	0.12	810.0	974.0	10.0
C13	c	30.0	25.0	23.0	19.0	0.34	0.47	12.0	398.0	10.0
C14	c	15.0	10.0	20.0	13.0	0.24	0.42	33.0	479.0	10.0
C15	c	30.0	5.0	8.0	21.0	0.45	0.02	711.0	959.0	10.0
C16	c	10.0	20.0	19.0	21.0	0.21	0.37	353.0	839.0	10.0
C17	c	5.0	30.0	2.0	9.0	0.46	0.03	660.0	944.0	10.0
C18	c	20.0	40.0	12.0	6.0	0.02	0.50	296.0	620.0	10.0
C19	c	15.0	60.0	17.0	11.0	0.09	0.14	78.0	518.0	10.0
C20	c	45.0	65.0	9.0	22.0	0.46	0.04	624.0	824.0	10.0
C21	c	45.0	20.0	11.0	1.0	0.25	0.42	19.0	556.0	10.0
C22	c	45.0	10.0	18.0	18.0	0.45	0.44	574.0	963.0	10.0
C23	c	55.0	5.0	29.0	22.0	0.14	0.46	37.0	775.0	10.0
C24	c	65.0	35.0	3.0	26.0	0.27	0.34	635.0	960.0	10.0
C25	c	65.0	20.0	6.0	7.0	0.45	0.01	34.0	376.0	10.0
C26	c	45.0	30.0	17.0	21.0	0.04	0.03	12.0	389.0	10.0
C27	c	35.0	40.0	16.0	20.0	0.39	0.12	23.0	753.0	10.0
C28	c	41.0	37.0	16.0	0.0	0.10	0.00	182.0	670.0	10.0
C29	c	64.0	42.0	9.0	28.0	0.17	0.11	623.0	960.0	10.0
C30	c	40.0	60.0	21.0	6.0	0.29	0.43	418.0	730.0	10.0
C31	c	31.0	52.0	27.0	13.0	0.18	0.19	18.0	972.0	10.0
C32	c	35.0	69.0	23.0	14.0	0.51	0.02	297.0	677.0	10.0
C33	c	53.0	52.0	11.0	27.0	0.01	0.19	25.0	643.0	10.0
C34	c	65.0	55.0	14.0	17.0	0.13	0.45	37.0	473.0	10.0
C35	c	63.0	65.0	8.0	23.0	0.14	0.37	276.0	948.0	10.0
C36	c	2.0	60.0	5.0	16.0	0.13	0.07	536.0	948.0	10.0
C37	c	20.0	20.0	8.0	4.0	0.44	0.14	222.0	956.0	10.0
C38	c	5.0	5.0	16.0	29.0	0.15	0.11	390.0	930.0	10.0
C39	c	60.0	12.0	31.0	6.0	0.22	0.23	61.0	663.0	10.0
C40	c	40.0	25.0	9.0	12.0	0.41	0.49	660.0	902.0	10.0
C41	c	42.0	7.0	5.0	6.0	0.48	0.44	520.0	961.0	10.0
C42	c	24.0	12.0	5.0	27.0	0.49	0.23	26.0	182.0	10.0
C43	c	23.0	3.0	7.0	8.0	0.45	0.39	107.0	833.0	10.0
C44	c	11.0	14.0	18.0	18.0	0.21	0.34	409.0	883.0	10.0
C45	c	6.0	38.0	16.0	17.0	0.24	0.49	214.0	960.0	10.0
C46	c	2.0	48.0	1.0	18.0	0.44	0.38	36.0	512.0	10.0
C47	c	8.0	56.0	27.0	22.0	0.24	0.26	426.0	955.0	10.0
C48	c	13.0	52.0	36.0	16.0	0.13	0.51	240.0	736.0	10.0
C49	c	6.0	68.0	30.0	6.0	0.13	0.22	546.0	946.0	10.0
C50	c	47.0	47.0	13.0	11.0	0.37	0.46	445.0	661.0	10.0
C51	c	49.0	58.0	10.0	3.0	0.34	0.26	518.0	963.0	10.0
C52	c	27.0	43.0	9.0	28.0	0.16	0.34	12.0	628.0	10.0
C53	c	37.0	31.0	14.0	4.0	0.07	0.09	238.0	666.0	10.0
C54	c	57.0	29.0	18.0	1.0	0.05	0.22	23.0	412.0	10.0
C55	c	63.0	23.0	2.0	0.0	0.13	0.00	161.0	849.0	10.0
C56	c	53.0	12.0	6.0	3.0	0.47	0.10	384.0	960.0	10.0
C57	c	32.0	12.0	7.0	26.0	0.23	0.35	348.0	710.0	10.0
C58	c	36.0	26.0	18.0	24.0	0.49	0.41	275.0	639.0	10.0
C59	c	21.0	24.0	28.0	2.0	0.03	0.18	18.0	411.0	10.0
C60	c	17.0	34.0	3.0	15.0	0.38	0.10	426.0	884.0	10.0
C61	c	12.0	24.0	13.0	18.0	0.03	0.44	26.0	964.0	10.0
C62	c	24.0	58.0	19.0	24.0	0.02	0.50	560.0	964.0	10.0
C63	c	27.0	69.0	10.0	24.0	0.38	0.36	303.0	955.0	10.0
C64	c	15.0	77.0	9.0	4.0	0.22	0.16	631.0	909.0	10.0
C65	c	62.0	77.0	20.0	1.0	0.36	0.06	50.0	325.0	10.0
C66	c	49.0	73.0	25.0	22.0	0.17	0.40	389.0	949.0	10.0
C67	c	67.0	5.0	25.0	22.0	0.20	0.13	44.0	483.0	10.0
C68	c	56.0	39.0	36.0	29.0	0.36	0.09	119.0	665.0	10.0
C69	c	37.0	47.0	6.0	19.0	0.11	0.23	326.0	734.0	10.0
C70	c	37.0	56.0	5.0	13.0	0.34	0.45	22.0	272.0	10.0
C71	c	57.0	68.0	15.0	9.0	0.36	0.21	663.0	843.0	10.0
C72	c	47.0	16.0	25.0	9.0	0.22	0.06	23.0	568.0	10.0
C73	c	44.0	17.0	9.0	17.0	0.28	0.43	809.0	969.0	10.0
C74	c	46.0	13.0	8.0	14.0	0.32	0.39	386.0	618.0	10.0
C75	c	49.0	11.0	18.0	27.0	0.50	0.03	459.0	713.0	10.0
C76	c	49.0	42.0	13.0	14.0	0.25	0.37	69.0	503.0	10.0
C77	c	53.0	43.0	14.0	25.0	0.39	0.48	20.0	507.0	10.0
C78	c	61.0	52.0	3.0	24.0	0.14	0.48	32.0	769.0	10.0
C79	c	57.0	48.0	23.0	22.0	0.35	0.26	26.0	425.0	10.0
C80	c	56.0	37.0	6.0	17.0	0.32	0.48	22.0	656.0	10.0
C81	c	55.0	54.0	26.0	14.0	0.12	0.21	28.0	348.0	10.0
C82	c	15.0	47.0	16.0	0.0	0.05	0.00	604.0	896.0	10.0
C83	c	14.0	37.0	11.0	27.0	0.38	0.39	384.0	838.0	10.0
C84	c	11.0	31.0	7.0	22.0	0.29	0.16	146.0	616.0	10.0
C85	c	16.0	22.0	41.0	0.0	0.09	0.00	151.0	966.0	10.0
C86	c	4.0	18.0	35.0	17.0	0.45	0.48	872.0	952.0	10.0
C87	c	28.0	18.0	26.0	19.0	0.38	0.26	549.0	549.0	10.0
C88	c	26.0	52.0	9.0	24.0	0.31	0.18	124.0	658.0	10.0
C89	c	26.0	35.0	15.0	21.0	0.49	0.47	354.0	898.0	10.0
C90	c	31.0	67.0	3.0	18.0	0.40	0.23	443.0	725.0	10.0
C91	c	15.0	19.0	1.0	19.0	0.06	0.28	245.0	835.0	10.0
C92	c	22.0	22.0	2.0	5.0	0.05	0.20	19.0	736.0	10.0
C93	c	18.0	24.0	22.0	2.0	0.25	0.41	538.0	670.0	10.0
C94	c	26.0	27.0	27.0	6.0	0.17	0.47	430.0	746.0	10.0
C95	c	25.0	24.0	20.0	13.0	0.16	0.40	15.0	658.0	10.0
C96	c	22.0	27.0	11.0	12.0	0.10	0.05	859.0	963.0	10.0
C97	c	25.0	21.0	12.0	1.0	0.07	0.31	558.0	644.0	10.0
C98	c	19.0	21.0	10.0	2.0	0.41	0.32	304.0	662.0	10.0
C99	c	20.0	26.0	9.0	11.0	0.17	0.08	41.0	253.0	10.0
C100	c	18.0	18.0	17.0	11.0	0.17	0.04	133.0	133.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S1	f	61.0	37.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S2	f	74.0	39.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S3	f	47.0	57.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S4	f	57.0	65.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S5	f	29.0	59.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S6	f	34.0	71.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S7	f	22.0	58.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S8	f	7.0	61.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S9	f	18.0	41.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S10	f	5.0	39.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S11	f	14.0	20.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S12	f	0.0	26.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S13	f	24.0	25.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S14	f	26.0	6.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S15	f	34.0	20.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S16	f	41.0	5.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S17	f	50.0	9.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S18	f	61.0	14.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S19	f	62.0	21.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S20	f	74.0	30.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
