StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
C1	c	25.0	85.0	20.0	2.0	0.38	0.33	175.0	191.0	10.0
C2	c	22.0	75.0	30.0	3.0	0.20	0.48	60.0	138.0	10.0
C3	c	22.0	85.0	10.0	12.0	0.31	0.03	52.0	190.0	10.0
C4	c	20.0	80.0	40.0	29.0	0.14	0.17	72.0	80.0	10.0
C5	c	20.0	85.0	20.0	23.0	0.45	0.10	98.0	189.0	10.0
C6	c	18.0	75.0	20.0	7.0	0.47	0.47	79.0	161.0	10.0
C7	c	15.0	75.0	20.0	24.0	0.02	0.50	113.0	121.0	10.0
C8	c	15.0	80.0	10.0	3.0	0.16	0.19	83.0	137.0	10.0
C9	c	10.0	35.0	20.0	18.0	0.18	0.47	102.0	174.0	10.0
C10	c	10.0	40.0	30.0	27.0	0.45	0.35	86.0	122.0	10.0
C11	c	8.0	40.0	40.0	16.0	0.43	0.16	76.0	126.0	10.0
C12	c	8.0	45.0	20.0	28.0	0.43	0.50	119.0	133.0	10.0
C13	c	5.0	35.0	10.0	22.0	0.40	0.16	39.0	90.0	10.0
C14	c	5.0	45.0	10.0	0.0	0.08	0.00	36.0	97.0	10.0
C15	c	2.0	40.0	20.0	7.0	0.39	0.17	104.0	132.0	10.0
C16	c	0.0	40.0	20.0	29.0	0.42	0.11	120.0	188.0	10.0
C17	c	0.0	45.0	20.0	23.0	0.36	0.03	155.0	189.0	10.0
C18	c	44.0	5.0	20.0	12.0	0.05	0.38	74.0	114.0	10.0
C19	c	42.0	10.0	40.0	4.0	0.02	0.38	48.0	108.0	10.0
C20	c	42.0	15.0	10.0	15.0	0.43	0.36	124.0	144.0	10.0
C21	c	40.0	5.0	10.0	14.0	0.22	0.45	109.0	185.0	10.0
C22	c	40.0	15.0	40.0	29.0	0.03	0.41	96.0	146.0	10.0
C23	c	38.0	5.0	30.0	13.0	0.28	0.48	53.0	163.0	10.0
C24	c	38.0	15.0	10.0	26.0	0.16	0.45	103.0	143.0	10.0
C25	c	35.0	5.0	20.0	27.0	0.46	0.09	104.0	148.0	10.0
C26	c	95.0	30.0	30.0	14.0	0.14	0.08	94.0	142.0	10.0
C27	c	95.0	35.0	20.0	9.0	0.28	0.24	75.0	172.0	10.0
C28	c	92.0	30.0	10.0	11.0	0.10	0.11	106.0	174.0	10.0
C29	c	90.0	35.0	10.0	5.0	0.15	0.30	122.0	164.0	10.0
C30	c	88.0	30.0	10.0	27.0	0.28	0.45	125.0	163.0	10.0
C31	c	88.0	35.0	20.0	23.0	0.36	0.30	68.0	179.0	10.0
C32	c	87.0	30.0	10.0	7.0	0.41	0.33	67.0	117.0	10.0
C33	c	85.0	25.0	10.0	28.0	0.45	0.37	69.0	159.0	10.0
C34	c	85.0	35.0	30.0	20.0	0.23	0.11	123.0	182.0	10.0
C35	c	67.0	85.0	20.0	15.0	0.27	0.33	86.0	185.0	10.0
C36	c	65.0	85.0	40.0	27.0	0.34	0.51	57.0	112.0	10.0
C37	c	65.0	82.0	10.0	29.0	0.41	0.01	56.0	165.0	10.0
C38	c	62.0	80.0	30.0	23.0	0.24	0.26	67.0	143.0	10.0
C39	c	60.0	80.0	10.0	27.0	0.50	0.37	72.0	158.0	10.0
C40	c	60.0	85.0	30.0	25.0	0.45	0.32	159.0	185.0	10.0
C41	c	58.0	75.0	20.0	3.0	0.50	0.35	95.0	155.0	10.0
C42	c	55.0	80.0	10.0	4.0	0.30	0.24	34.0	47.0	10.0
C43	c	55.0	85.0	20.0	12.0	0.25	0.14	68.0	176.0	10.0
C44	c	55.0	82.0	10.0	21.0	0.14	0.11	36.0	102.0	10.0
C45	c	20.0	82.0	10.0	1.0	0.19	0.13	38.0	149.0	10.0
C46	c	18.0	80.0	10.0	5.0	0.04	0.12	111.0	177.0	10.0
C47	c	2.0	45.0	10.0	21.0	0.49	0.06	42.0	116.0	10.0
C48	c	42.0	5.0	10.0	12.0	0.48	0.22	114.0	184.0	10.0
C49	c	42.0	12.0	10.0	23.0	0.50	0.10	74.0	126.0	10.0
C50	c	72.0	35.0	30.0	10.0	0.32	0.11	163.0	185.0	10.0
C51	c	55.0	20.0	19.0	3.0	0.34	0.28	134.0	194.0	10.0
C52	c	25.0	30.0	3.0	9.0	0.02	0.31	29.0	117.0	10.0
C53	c	20.0	50.0	5.0	25.0	0.34	0.16	20.0	78.0	10.0
C54	c	55.0	60.0	16.0	6.0	0.07	0.43	160.0	210.0	10.0
C55	c	30.0	60.0	16.0	15.0	0.49	0.10	15.0	116.0	10.0
C56	c	50.0	35.0	19.0	20.0	0.11	0.43	107.0	189.0	10.0
C57	c	30.0	25.0	23.0	22.0	0.22	0.21	27.0	74.0	10.0
C58	c	15.0	10.0	20.0	11.0	0.10	0.10	56.0	103.0	10.0
C59	c	10.0	20.0	19.0	28.0	0.22	0.47	50.0	102.0	10.0
C60	c	15.0	60.0	17.0	24.0	0.41	0.27	140.0	203.0	10.0
C61	c	45.0	65.0	9.0	11.0	0.15	0.45	62.0	214.0	10.0
C62	c	65.0	35.0	3.0	0.0	0.50	0.00	31.0	85.0	10.0
C63	c	65.0	20.0	6.0	20.0	0.43	0.22	40.0	135.0	10.0
C64	c	45.0	30.0	17.0	26.0	0.16	0.40	64.0	96.0	10.0
C65	c	35.0	40.0	16.0	1.0	0.39	0.02	30.0	62.0	10.0
C66	c	41.0	37.0	16.0	6.0	0.15	0.33	14.0	94.0	10.0
C67	c	64.0	42.0	9.0	26.0	0.04	0.07	144.0	204.0	10.0
C68	c	40.0	60.0	21.0	10.0	0.04	0.02	75.0	153.0	10.0
C69	c	31.0	52.0	27.0	3.0	0.27	0.24	10.0	65.0	10.0
C70	c	35.0	69.0	23.0	26.0	0.34	0.33	84.0	112.0	10.0
C71	c	65.0	55.0	14.0	24.0	0.09	0.41	57.0	73.0	10.0
C72	c	63.0	65.0	8.0	29.0	0.07	0.40	82.0	160.0	10.0
C73	c	2.0	60.0	5.0	9.0	0.33	0.34	104.0	116.0	10.0
C74	c	20.0	20.0	8.0	7.0	0.06	0.39	122.0	146.0	10.0
C75	c	5.0	5.0	16.0	1.0	0.16	0.21	65.0	94.0	10.0
C76	c	60.0	12.0	31.0	7.0	0.40	0.38	55.0	114.0	10.0
