StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
C72	c	53.0	30.0	10.0	5.0	0.44	0.21	0.0	1122.0	90.0
C34	c	8.0	45.0	20.0	13.0	0.35	0.11	0.0	1113.0	90.0
C80	c	85.0	25.0	10.0	29.0	0.07	0.50	0.0	1094.0	90.0
C3	c	42.0	66.0	10.0	29.0	0.27	0.31	0.0	1129.0	90.0
C88	c	65.0	60.0	30.0	11.0	0.42	0.47	0.0	1119.0	90.0
C96	c	60.0	80.0	10.0	22.0	0.24	0.24	177.0	243.0	90.0
C42	c	33.0	32.0	20.0	5.0	0.12	0.03	0.0	1126.0	90.0
C22	c	28.0	52.0	20.0	22.0	0.28	0.22	0.0	1133.0	90.0
C57	c	40.0	15.0	40.0	10.0	0.03	0.14	0.0	1111.0	90.0
C48	c	28.0	30.0	10.0	23.0	0.12	0.51	0.0	1122.0	90.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S3	f	57.0	82.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S13	f	22.0	34.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S18	f	76.0	21.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
