StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C1	c	41.0	49.0	10.0	3.0	0.44	0.36	16.0	67.0	10.0
C2	c	35.0	17.0	7.0	5.0	0.46	0.11	69.0	135.0	10.0
C3	c	55.0	45.0	13.0	7.0	0.27	0.45	23.0	105.0	10.0
C4	c	55.0	20.0	19.0	22.0	0.44	0.34	87.0	137.0	10.0
C5	c	15.0	30.0	26.0	11.0	0.47	0.07	129.0	199.0	10.0
C6	c	25.0	30.0	3.0	21.0	0.47	0.13	66.0	134.0	10.0
C7	c	20.0	50.0	5.0	12.0	0.04	0.37	68.0	118.0	10.0
C8	c	10.0	43.0	9.0	11.0	0.10	0.14	27.0	88.0	10.0
C9	c	55.0	60.0	16.0	28.0	0.36	0.50	121.0	187.0	10.0
C10	c	30.0	60.0	16.0	13.0	0.30	0.39	134.0	190.0	10.0
C11	c	20.0	65.0	12.0	19.0	0.35	0.45	93.0	153.0	10.0
C12	c	50.0	35.0	19.0	4.0	0.02	0.02	154.0	205.0	10.0
C13	c	30.0	25.0	23.0	16.0	0.07	0.02	148.0	208.0	10.0
C14	c	15.0	10.0	20.0	16.0	0.04	0.12	54.0	116.0	10.0
C15	c	30.0	5.0	8.0	4.0	0.46	0.21	92.0	146.0	10.0
C16	c	10.0	20.0	19.0	14.0	0.40	0.17	44.0	108.0	10.0
C17	c	5.0	30.0	2.0	4.0	0.37	0.37	50.0	106.0	10.0
C18	c	20.0	40.0	12.0	26.0	0.37	0.18	103.0	161.0	10.0
C19	c	15.0	60.0	17.0	14.0	0.37	0.39	113.0	175.0	10.0
C20	c	45.0	65.0	9.0	5.0	0.22	0.08	32.0	85.0	10.0
C21	c	45.0	20.0	11.0	12.0	0.37	0.47	19.0	86.0	10.0
C22	c	45.0	10.0	18.0	1.0	0.46	0.31	27.0	87.0	10.0
