StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
C23	c	38.0	5.0	30.0	23.0	0.46	0.41	0.0	904.0	10.0
C19	c	42.0	10.0	40.0	3.0	0.08	0.17	0.0	909.0	10.0
C49	c	42.0	12.0	10.0	2.0	0.27	0.05	0.0	911.0	10.0
C4	c	20.0	80.0	40.0	15.0	0.10	0.37	712.0	832.0	10.0
C81	c	49.0	58.0	10.0	19.0	0.43	0.40	0.0	937.0	10.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S9	f	14.0	59.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S13	f	22.0	34.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S15	f	39.0	26.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
