StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
C34	c	85.0	35.0	30.0	16.0	0.25	0.43	68.0	182.0	10.0
C21	c	40.0	5.0	10.0	13.0	0.37	0.27	55.0	185.0	10.0
C97	c	4.0	18.0	35.0	8.0	0.47	0.17	58.0	131.0	10.0
C71	c	65.0	55.0	14.0	15.0	0.38	0.25	26.0	111.0	10.0
C15	c	2.0	40.0	20.0	8.0	0.08	0.25	96.0	190.0	10.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
S11	f	10.0	28.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
S14	f	27.0	10.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
S19	f	77.0	30.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
