StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
C1	c	25.0	85.0	20.0	8.0	0.43	0.08	240.0	480.0	10.0
C2	c	22.0	75.0	30.0	29.0	0.51	0.10	31.0	271.0	10.0
C3	c	22.0	85.0	10.0	1.0	0.16	0.26	278.0	518.0	10.0
C4	c	20.0	80.0	40.0	14.0	0.16	0.28	652.0	892.0	10.0
C5	c	20.0	85.0	20.0	17.0	0.34	0.31	669.0	909.0	10.0
C6	c	18.0	75.0	20.0	5.0	0.33	0.34	198.0	438.0	10.0
C7	c	15.0	75.0	20.0	22.0	0.05	0.44	69.0	309.0	10.0
C8	c	15.0	80.0	10.0	12.0	0.47	0.44	380.0	620.0	10.0
C9	c	10.0	35.0	20.0	18.0	0.40	0.28	594.0	834.0	10.0
C10	c	10.0	40.0	30.0	4.0	0.30	0.27	346.0	586.0	10.0
C11	c	8.0	40.0	40.0	13.0	0.16	0.45	341.0	581.0	10.0
C12	c	8.0	45.0	20.0	28.0	0.14	0.09	677.0	917.0	10.0
C13	c	5.0	35.0	10.0	15.0	0.06	0.19	39.0	279.0	10.0
C14	c	5.0	45.0	10.0	17.0	0.37	0.48	138.0	378.0	10.0
C15	c	2.0	40.0	20.0	0.0	0.31	0.00	670.0	910.0	10.0
C16	c	0.0	40.0	20.0	21.0	0.26	0.40	120.0	360.0	10.0
C17	c	0.0	45.0	20.0	8.0	0.23	0.42	116.0	356.0	10.0
C18	c	44.0	5.0	20.0	2.0	0.50	0.22	664.0	904.0	10.0
C19	c	42.0	10.0	40.0	20.0	0.33	0.23	41.0	281.0	10.0
C20	c	42.0	15.0	10.0	1.0	0.19	0.31	148.0	388.0	10.0
C21	c	40.0	5.0	10.0	22.0	0.48	0.33	462.0	702.0	10.0
C22	c	40.0	15.0	40.0	27.0	0.10	0.03	561.0	801.0	10.0
C23	c	38.0	5.0	30.0	4.0	0.09	0.08	209.0	449.0	10.0
C24	c	38.0	15.0	10.0	9.0	0.21	0.35	101.0	341.0	10.0
C25	c	35.0	5.0	20.0	5.0	0.35	0.49	46.0	286.0	10.0
C26	c	95.0	30.0	30.0	15.0	0.06	0.38	651.0	891.0	10.0
C27	c	95.0	35.0	20.0	10.0	0.27	0.10	615.0	855.0	10.0
C28	c	92.0	30.0	10.0	25.0	0.30	0.34	93.0	333.0	10.0
C29	c	90.0	35.0	10.0	15.0	0.48	0.44	441.0	681.0	10.0
C30	c	88.0	30.0	10.0	21.0	0.18	0.07	356.0	596.0	10.0
C31	c	88.0	35.0	20.0	19.0	0.41	0.20	659.0	899.0	10.0
C32	c	87.0	30.0	10.0	27.0	0.19	0.33	69.0	309.0	10.0
C33	c	85.0	25.0	10.0	15.0	0.24	0.37	658.0	898.0	10.0
C34	c	85.0	35.0	30.0	26.0	0.20	0.25	56.0	296.0	10.0
C35	c	67.0	85.0	20.0	25.0	0.22	0.09	587.0	827.0	10.0
C36	c	65.0	85.0	40.0	2.0	0.07	0.37	457.0	697.0	10.0
C37	c	65.0	82.0	10.0	12.0	0.48	0.37	192.0	432.0	10.0
C38	c	62.0	80.0	30.0	29.0	0.23	0.14	45.0	285.0	10.0
C39	c	60.0	80.0	10.0	10.0	0.18	0.39	673.0	913.0	10.0
C40	c	60.0	85.0	30.0	13.0	0.05	0.27	452.0	692.0	10.0
C41	c	58.0	75.0	20.0	17.0	0.47	0.28	197.0	437.0	10.0
C42	c	55.0	80.0	10.0	8.0	0.11	0.43	460.0	700.0	10.0
C43	c	55.0	85.0	20.0	22.0	0.48	0.49	42.0	282.0	10.0
C44	c	55.0	82.0	10.0	4.0	0.15	0.23	390.0	630.0	10.0
C45	c	20.0	82.0	10.0	22.0	0.09	0.43	586.0	826.0	10.0
C46	c	18.0	80.0	10.0	0.0	0.36	0.00	672.0	912.0	10.0
C47	c	2.0	45.0	10.0	19.0	0.10	0.14	199.0	439.0	10.0
C48	c	42.0	5.0	10.0	0.0	0.19	0.00	46.0	286.0	10.0
C49	c	42.0	12.0	10.0	26.0	0.04	0.46	148.0	388.0	10.0
C50	c	72.0	35.0	30.0	14.0	0.08	0.34	674.0	914.0	10.0
C51	c	55.0	20.0	19.0	17.0	0.23	0.10	422.0	662.0	10.0
C52	c	25.0	30.0	3.0	15.0	0.32	0.15	493.0	733.0	10.0
C53	c	20.0	50.0	5.0	2.0	0.24	0.19	207.0	447.0	10.0
C54	c	55.0	60.0	16.0	21.0	0.19	0.45	497.0	737.0	10.0
C55	c	30.0	60.0	16.0	10.0	0.04	0.48	601.0	841.0	10.0
C56	c	50.0	35.0	19.0	9.0	0.42	0.34	124.0	364.0	10.0
C57	c	30.0	25.0	23.0	2.0	0.13	0.18	166.0	406.0	10.0
C58	c	15.0	10.0	20.0	13.0	0.10	0.31	383.0	623.0	10.0
C59	c	10.0	20.0	19.0	16.0	0.14	0.13	595.0	835.0	10.0
C60	c	15.0	60.0	17.0	20.0	0.48	0.15	27.0	267.0	10.0
C61	c	45.0	65.0	9.0	18.0	0.20	0.43	558.0	798.0	10.0
C62	c	65.0	35.0	3.0	27.0	0.23	0.02	78.0	318.0	10.0
C63	c	65.0	20.0	6.0	28.0	0.25	0.39	256.0	496.0	10.0
C64	c	45.0	30.0	17.0	28.0	0.41	0.29	568.0	808.0	10.0
C65	c	35.0	40.0	16.0	14.0	0.24	0.31	12.0	252.0	10.0
C66	c	41.0	37.0	16.0	26.0	0.17	0.05	524.0	764.0	10.0
C67	c	64.0	42.0	9.0	7.0	0.05	0.06	26.0	266.0	10.0
C68	c	40.0	60.0	21.0	23.0	0.24	0.32	684.0	924.0	10.0
C69	c	31.0	52.0	27.0	26.0	0.46	0.14	10.0	250.0	10.0
C70	c	35.0	69.0	23.0	4.0	0.12	0.06	338.0	578.0	10.0
C71	c	65.0	55.0	14.0	17.0	0.38	0.21	684.0	924.0	10.0
C72	c	63.0	65.0	8.0	29.0	0.22	0.31	271.0	511.0	10.0
C73	c	2.0	60.0	5.0	3.0	0.38	0.02	230.0	470.0	10.0
C74	c	20.0	20.0	8.0	3.0	0.30	0.48	673.0	913.0	10.0
C75	c	5.0	5.0	16.0	19.0	0.02	0.46	324.0	564.0	10.0
C76	c	60.0	12.0	31.0	7.0	0.17	0.14	43.0	283.0	10.0
C77	c	23.0	3.0	7.0	17.0	0.21	0.04	50.0	290.0	10.0
C78	c	8.0	56.0	27.0	4.0	0.21	0.38	292.0	532.0	10.0
C79	c	6.0	68.0	30.0	5.0	0.20	0.50	39.0	279.0	10.0
C80	c	47.0	47.0	13.0	15.0	0.40	0.02	289.0	529.0	10.0
C81	c	49.0	58.0	10.0	20.0	0.32	0.46	697.0	937.0	10.0
C82	c	27.0	43.0	9.0	16.0	0.47	0.39	449.0	689.0	10.0
C83	c	37.0	31.0	14.0	20.0	0.07	0.08	373.0	613.0	10.0
C84	c	57.0	29.0	18.0	2.0	0.29	0.16	682.0	922.0	10.0
C85	c	63.0	23.0	2.0	8.0	0.05	0.33	38.0	278.0	10.0
C86	c	21.0	24.0	28.0	3.0	0.30	0.10	313.0	553.0	10.0
C87	c	12.0	24.0	13.0	2.0	0.20	0.25	321.0	561.0	10.0
C88	c	24.0	58.0	19.0	21.0	0.40	0.45	501.0	741.0	10.0
C89	c	67.0	5.0	25.0	20.0	0.08	0.39	657.0	897.0	10.0
C90	c	37.0	47.0	6.0	19.0	0.29	0.42	20.0	260.0	10.0
C91	c	49.0	42.0	13.0	29.0	0.10	0.16	379.0	619.0	10.0
C92	c	53.0	43.0	14.0	26.0	0.32	0.02	635.0	875.0	10.0
C93	c	61.0	52.0	3.0	29.0	0.22	0.02	257.0	497.0	10.0
C94	c	57.0	48.0	23.0	3.0	0.44	0.45	659.0	899.0	10.0
C95	c	56.0	37.0	6.0	29.0	0.29	0.26	469.0	709.0	10.0
C96	c	55.0	54.0	26.0	4.0	0.10	0.05	217.0	457.0	10.0
C97	c	4.0	18.0	35.0	10.0	0.34	0.47	661.0	901.0	10.0
C98	c	26.0	52.0	9.0	15.0	0.46	0.50	158.0	398.0	10.0
C99	c	26.0	35.0	15.0	3.0	0.27	0.13	21.0	261.0	10.0
C100	c	31.0	67.0	3.0	12.0	0.41	0.40	408.0	648.0	10.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S1	f	73.0	52.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S2	f	90.0	55.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S3	f	55.0	79.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S4	f	69.0	89.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S5	f	32.0	80.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S6	f	39.0	96.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S7	f	23.0	80.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S8	f	4.0	83.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S9	f	18.0	58.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S10	f	1.0	56.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S11	f	13.0	31.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S12	f	-5.0	38.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S13	f	26.0	37.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S14	f	28.0	13.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S15	f	39.0	31.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S16	f	48.0	11.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S17	f	59.0	17.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S18	f	73.0	23.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S19	f	74.0	32.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
S20	f	90.0	44.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
