StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
C35	c	5.0	35.0	10.0	3.0	0.34	0.30	1954.0	2536.0	90.0
C53	c	44.0	5.0	20.0	28.0	0.42	0.26	1442.0	2060.0	90.0
C44	c	32.0	20.0	10.0	19.0	0.35	0.18	693.0	1215.0	90.0
C77	c	72.0	45.0	10.0	26.0	0.21	0.30	1419.0	1969.0	90.0
C75	c	45.0	65.0	20.0	3.0	0.24	0.21	948.0	1570.0	90.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S11	f	10.0	28.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S15	f	39.0	26.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S17	f	61.0	14.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
