StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C1	c	41.0	49.0	10.0	22.0	0.23	0.08	26.0	56.0	10.0
C2	c	35.0	17.0	7.0	12.0	0.05	0.03	87.0	117.0	10.0
C3	c	55.0	45.0	13.0	21.0	0.09	0.03	23.0	53.0	10.0
C4	c	55.0	20.0	19.0	10.0	0.42	0.17	97.0	127.0	10.0
C5	c	15.0	30.0	26.0	10.0	0.50	0.28	153.0	183.0	10.0
C6	c	25.0	30.0	3.0	16.0	0.34	0.14	85.0	115.0	10.0
C7	c	20.0	50.0	5.0	21.0	0.33	0.39	78.0	108.0	10.0
C8	c	10.0	43.0	9.0	10.0	0.23	0.48	27.0	57.0	10.0
C9	c	55.0	60.0	16.0	3.0	0.20	0.38	60.0	90.0	10.0
C10	c	30.0	60.0	16.0	20.0	0.17	0.24	147.0	177.0	10.0
C11	c	20.0	65.0	12.0	19.0	0.06	0.48	51.0	81.0	10.0
C12	c	50.0	35.0	19.0	15.0	0.35	0.04	167.0	197.0	10.0
C13	c	30.0	25.0	23.0	4.0	0.44	0.14	178.0	208.0	10.0
C14	c	15.0	10.0	20.0	3.0	0.05	0.47	147.0	177.0	10.0
C15	c	30.0	5.0	8.0	26.0	0.20	0.38	104.0	134.0	10.0
C16	c	10.0	20.0	19.0	0.0	0.08	0.00	61.0	91.0	10.0
C17	c	5.0	30.0	2.0	9.0	0.44	0.46	63.0	93.0	10.0
C18	c	20.0	40.0	12.0	27.0	0.20	0.36	117.0	147.0	10.0
C19	c	15.0	60.0	17.0	19.0	0.29	0.36	46.0	76.0	10.0
C20	c	45.0	65.0	9.0	3.0	0.05	0.40	149.0	179.0	10.0
C21	c	45.0	20.0	11.0	12.0	0.24	0.42	19.0	49.0	10.0
C22	c	45.0	10.0	18.0	20.0	0.23	0.44	40.0	70.0	10.0
C23	c	55.0	5.0	29.0	0.0	0.22	0.00	109.0	139.0	10.0
C24	c	65.0	35.0	3.0	14.0	0.27	0.13	160.0	190.0	10.0
C25	c	65.0	20.0	6.0	11.0	0.22	0.40	127.0	157.0	10.0
C26	c	45.0	30.0	17.0	18.0	0.47	0.15	164.0	194.0	10.0
C27	c	35.0	40.0	16.0	7.0	0.41	0.18	163.0	193.0	10.0
C28	c	41.0	37.0	16.0	0.0	0.14	0.00	183.0	213.0	10.0
C29	c	64.0	42.0	9.0	29.0	0.32	0.20	107.0	137.0	10.0
C30	c	40.0	60.0	21.0	22.0	0.10	0.07	153.0	183.0	10.0
C31	c	31.0	52.0	27.0	7.0	0.33	0.20	18.0	48.0	10.0
C32	c	35.0	69.0	23.0	2.0	0.21	0.44	49.0	79.0	10.0
C33	c	53.0	52.0	11.0	15.0	0.32	0.29	44.0	74.0	10.0
C34	c	65.0	55.0	14.0	2.0	0.39	0.42	72.0	102.0	10.0
C35	c	63.0	65.0	8.0	29.0	0.42	0.05	115.0	145.0	10.0
C36	c	2.0	60.0	5.0	5.0	0.15	0.11	68.0	98.0	10.0
C37	c	20.0	20.0	8.0	2.0	0.25	0.13	168.0	198.0	10.0
C38	c	5.0	5.0	16.0	7.0	0.21	0.36	56.0	86.0	10.0
C39	c	60.0	12.0	31.0	16.0	0.24	0.19	50.0	80.0	10.0
C40	c	40.0	25.0	9.0	22.0	0.24	0.07	24.0	54.0	10.0
