StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
C17	c	18.0	75.0	20.0	20.0	0.12	0.27	0.0	3266.0	90.0
C82	c	75.0	55.0	20.0	14.0	0.41	0.02	508.0	668.0	90.0
C43	c	33.0	35.0	10.0	15.0	0.46	0.31	27.0	187.0	90.0
C41	c	35.0	32.0	10.0	21.0	0.03	0.50	0.0	3281.0	90.0
C27	c	23.0	52.0	10.0	20.0	0.30	0.03	2832.0	2992.0	90.0
C99	c	55.0	80.0	10.0	10.0	0.07	0.16	890.0	1050.0	90.0
C3	c	62.0	69.0	10.0	19.0	0.06	0.09	130.0	290.0	90.0
C63	c	50.0	40.0	50.0	28.0	0.42	0.04	1910.0	2070.0	90.0
C58	c	38.0	5.0	30.0	18.0	0.16	0.28	0.0	3254.0	90.0
C73	c	92.0	30.0	10.0	26.0	0.49	0.07	0.0	3244.0	90.0
C87	c	64.0	46.0	20.0	8.0	0.04	0.41	0.0	3275.0	90.0
C10	c	35.0	66.0	10.0	27.0	0.36	0.24	28.0	188.0	90.0
C51	c	25.0	30.0	10.0	5.0	0.25	0.38	587.0	747.0	90.0
C23	c	14.0	66.0	10.0	22.0	0.06	0.47	1176.0	1336.0	90.0
C76	c	90.0	35.0	10.0	7.0	0.40	0.40	845.0	1005.0	90.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S1	f	77.0	52.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S5	f	31.0	84.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S15	f	39.0	26.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S19	f	77.0	30.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
