StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C1	c	41.0	49.0	10.0	23.0	0.46	0.40	36.0	46.0	10.0
C2	c	35.0	17.0	7.0	28.0	0.11	0.28	97.0	107.0	10.0
C3	c	55.0	45.0	13.0	5.0	0.13	0.01	28.0	38.0	10.0
C4	c	55.0	20.0	19.0	1.0	0.28	0.50	107.0	117.0	10.0
C5	c	15.0	30.0	26.0	0.0	0.03	0.00	163.0	173.0	10.0
C6	c	25.0	30.0	3.0	11.0	0.31	0.14	95.0	105.0	10.0
C7	c	20.0	50.0	5.0	26.0	0.36	0.22	88.0	98.0	10.0
C8	c	10.0	43.0	9.0	18.0	0.40	0.44	27.0	37.0	10.0
C9	c	55.0	60.0	16.0	19.0	0.22	0.29	70.0	80.0	10.0
C10	c	30.0	60.0	16.0	22.0	0.17	0.17	157.0	167.0	10.0
C11	c	20.0	65.0	12.0	16.0	0.16	0.41	61.0	71.0	10.0
C12	c	50.0	35.0	19.0	5.0	0.45	0.37	177.0	187.0	10.0
C13	c	30.0	25.0	23.0	26.0	0.38	0.41	198.0	208.0	10.0
C14	c	15.0	10.0	20.0	27.0	0.15	0.31	157.0	167.0	10.0
C15	c	30.0	5.0	8.0	14.0	0.24	0.17	114.0	124.0	10.0
C16	c	10.0	20.0	19.0	12.0	0.47	0.03	71.0	81.0	10.0
C17	c	5.0	30.0	2.0	28.0	0.48	0.04	73.0	83.0	10.0
C18	c	20.0	40.0	12.0	13.0	0.26	0.47	127.0	137.0	10.0
C19	c	15.0	60.0	17.0	4.0	0.16	0.42	48.0	58.0	10.0
C20	c	45.0	65.0	9.0	28.0	0.40	0.28	159.0	169.0	10.0
C21	c	45.0	20.0	11.0	23.0	0.46	0.34	23.0	33.0	10.0
C22	c	45.0	10.0	18.0	16.0	0.18	0.13	50.0	60.0	10.0
C23	c	55.0	5.0	29.0	0.0	0.49	0.00	119.0	129.0	10.0
C24	c	65.0	35.0	3.0	4.0	0.37	0.46	180.0	190.0	10.0
C25	c	65.0	20.0	6.0	4.0	0.08	0.10	137.0	147.0	10.0
C26	c	45.0	30.0	17.0	21.0	0.36	0.38	174.0	184.0	10.0
C27	c	35.0	40.0	16.0	22.0	0.09	0.39	173.0	183.0	10.0
C28	c	41.0	37.0	16.0	0.0	0.47	0.00	203.0	213.0	10.0
C29	c	64.0	42.0	9.0	18.0	0.03	0.34	117.0	127.0	10.0
C30	c	40.0	60.0	21.0	13.0	0.16	0.49	163.0	173.0	10.0
C31	c	31.0	52.0	27.0	10.0	0.47	0.35	25.0	35.0	10.0
C32	c	35.0	69.0	23.0	0.0	0.18	0.00	55.0	65.0	10.0
C33	c	53.0	52.0	11.0	26.0	0.10	0.49	54.0	64.0	10.0
C34	c	65.0	55.0	14.0	4.0	0.03	0.39	82.0	92.0	10.0
C35	c	63.0	65.0	8.0	19.0	0.20	0.10	125.0	135.0	10.0
C36	c	2.0	60.0	5.0	3.0	0.20	0.50	78.0	88.0	10.0
C37	c	20.0	20.0	8.0	14.0	0.47	0.14	188.0	198.0	10.0
C38	c	5.0	5.0	16.0	19.0	0.30	0.31	63.0	73.0	10.0
C39	c	60.0	12.0	31.0	16.0	0.26	0.29	50.0	60.0	10.0
C40	c	40.0	25.0	9.0	0.0	0.27	0.00	34.0	44.0	10.0
C41	c	42.0	7.0	5.0	13.0	0.31	0.46	181.0	191.0	10.0
C42	c	24.0	12.0	5.0	21.0	0.34	0.23	147.0	157.0	10.0
C43	c	23.0	3.0	7.0	29.0	0.38	0.33	43.0	53.0	10.0
C44	c	11.0	14.0	18.0	9.0	0.44	0.11	171.0	181.0	10.0
C45	c	6.0	38.0	16.0	13.0	0.24	0.22	125.0	135.0	10.0
C46	c	2.0	48.0	1.0	17.0	0.16	0.11	50.0	60.0	10.0
C47	c	8.0	56.0	27.0	10.0	0.25	0.34	156.0	166.0	10.0
C48	c	13.0	52.0	36.0	11.0	0.05	0.42	147.0	157.0	10.0
C49	c	6.0	68.0	30.0	17.0	0.38	0.26	152.0	162.0	10.0
C50	c	47.0	47.0	13.0	15.0	0.23	0.04	118.0	128.0	10.0
C51	c	49.0	58.0	10.0	3.0	0.39	0.11	178.0	188.0	10.0
C52	c	27.0	43.0	9.0	15.0	0.25	0.43	111.0	121.0	10.0
C53	c	37.0	31.0	14.0	22.0	0.23	0.23	167.0	177.0	10.0
C54	c	57.0	29.0	18.0	23.0	0.33	0.42	88.0	98.0	10.0
C55	c	63.0	23.0	2.0	23.0	0.48	0.50	80.0	90.0	10.0
C56	c	53.0	12.0	6.0	22.0	0.21	0.40	58.0	68.0	10.0
C57	c	32.0	12.0	7.0	29.0	0.04	0.23	186.0	196.0	10.0
C58	c	36.0	26.0	18.0	12.0	0.46	0.43	112.0	122.0	10.0
C59	c	21.0	24.0	28.0	2.0	0.39	0.17	101.0	111.0	10.0
C60	c	17.0	34.0	3.0	28.0	0.26	0.50	20.0	30.0	10.0
C61	c	12.0	24.0	13.0	16.0	0.29	0.05	29.0	39.0	10.0
C62	c	24.0	58.0	19.0	15.0	0.07	0.03	41.0	51.0	10.0
C63	c	27.0	69.0	10.0	22.0	0.22	0.44	132.0	142.0	10.0
C64	c	15.0	77.0	9.0	25.0	0.30	0.13	111.0	121.0	10.0
C65	c	62.0	77.0	20.0	16.0	0.21	0.31	68.0	78.0	10.0
C66	c	49.0	73.0	25.0	1.0	0.25	0.46	66.0	76.0	10.0
C67	c	67.0	5.0	25.0	14.0	0.40	0.50	143.0	153.0	10.0
C68	c	56.0	39.0	36.0	9.0	0.41	0.24	57.0	67.0	10.0
C69	c	37.0	47.0	6.0	24.0	0.47	0.38	151.0	161.0	10.0
C70	c	37.0	56.0	5.0	9.0	0.04	0.29	49.0	59.0	10.0
C71	c	57.0	68.0	15.0	2.0	0.26	0.29	117.0	127.0	10.0
C72	c	47.0	16.0	25.0	20.0	0.23	0.33	111.0	121.0	10.0
C73	c	44.0	17.0	9.0	5.0	0.33	0.25	136.0	146.0	10.0
C74	c	46.0	13.0	8.0	6.0	0.34	0.06	27.0	37.0	10.0
C75	c	49.0	11.0	18.0	26.0	0.27	0.18	59.0	69.0	10.0
C76	c	49.0	42.0	13.0	3.0	0.04	0.04	183.0	193.0	10.0
C77	c	53.0	43.0	14.0	24.0	0.11	0.50	150.0	160.0	10.0
C78	c	61.0	52.0	3.0	28.0	0.02	0.24	94.0	104.0	10.0
C79	c	57.0	48.0	23.0	26.0	0.41	0.33	90.0	100.0	10.0
C80	c	56.0	37.0	6.0	21.0	0.25	0.41	108.0	118.0	10.0
C81	c	55.0	54.0	26.0	22.0	0.13	0.12	34.0	44.0	10.0
C82	c	15.0	47.0	16.0	22.0	0.17	0.22	169.0	179.0	10.0
C83	c	14.0	37.0	11.0	28.0	0.04	0.06	144.0	154.0	10.0
C84	c	11.0	31.0	7.0	25.0	0.15	0.08	96.0	106.0	10.0
C85	c	16.0	22.0	41.0	29.0	0.29	0.41	93.0	103.0	10.0
C86	c	4.0	18.0	35.0	10.0	0.38	0.18	99.0	109.0	10.0
C87	c	28.0	18.0	26.0	11.0	0.44	0.39	166.0	176.0	10.0
C88	c	26.0	52.0	9.0	7.0	0.03	0.02	166.0	176.0	10.0
C89	c	26.0	35.0	15.0	10.0	0.09	0.31	45.0	55.0	10.0
C90	c	31.0	67.0	3.0	13.0	0.18	0.05	69.0	79.0	10.0
C91	c	15.0	19.0	1.0	11.0	0.24	0.01	87.0	97.0	10.0
C92	c	22.0	22.0	2.0	2.0	0.30	0.08	124.0	134.0	10.0
C93	c	18.0	24.0	22.0	24.0	0.14	0.47	113.0	123.0	10.0
C94	c	26.0	27.0	27.0	2.0	0.37	0.11	175.0	185.0	10.0
C95	c	25.0	24.0	20.0	12.0	0.05	0.10	140.0	150.0	10.0
C96	c	22.0	27.0	11.0	1.0	0.30	0.47	28.0	38.0	10.0
C97	c	25.0	21.0	12.0	1.0	0.07	0.09	142.0	152.0	10.0
C98	c	19.0	21.0	10.0	29.0	0.09	0.08	104.0	114.0	10.0
C99	c	20.0	26.0	9.0	2.0	0.06	0.29	138.0	148.0	10.0
C100	c	18.0	18.0	17.0	13.0	0.14	0.46	88.0	98.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S1	f	61.0	37.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S2	f	74.0	39.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S3	f	47.0	57.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S4	f	57.0	65.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S5	f	29.0	59.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S6	f	34.0	71.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S7	f	22.0	58.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S8	f	7.0	61.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S9	f	18.0	41.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S10	f	5.0	39.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S11	f	14.0	20.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S12	f	0.0	26.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S13	f	24.0	25.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S14	f	26.0	6.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S15	f	34.0	20.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S16	f	41.0	5.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S17	f	50.0	9.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S18	f	61.0	14.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S19	f	62.0	21.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S20	f	74.0	30.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
