StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
C1	c	45.0	68.0	10.0	1.0	0.07	0.35	46.0	172.0	90.0
C2	c	45.0	70.0	30.0	12.0	0.31	0.41	471.0	581.0	90.0
C3	c	42.0	66.0	10.0	23.0	0.41	0.05	829.0	965.0	90.0
C4	c	42.0	68.0	10.0	17.0	0.31	0.18	548.0	692.0	90.0
C5	c	42.0	65.0	10.0	9.0	0.04	0.30	912.0	1064.0	90.0
C6	c	40.0	69.0	20.0	2.0	0.46	0.44	653.0	771.0	90.0
C7	c	40.0	66.0	20.0	8.0	0.30	0.14	743.0	867.0	90.0
C8	c	38.0	68.0	20.0	26.0	0.18	0.30	991.0	1127.0	90.0
C9	c	38.0	70.0	10.0	0.0	0.30	0.00	917.0	1081.0	90.0
C10	c	35.0	66.0	10.0	5.0	0.07	0.02	746.0	878.0	90.0
C11	c	35.0	69.0	10.0	0.0	0.47	0.00	834.0	976.0	90.0
C12	c	25.0	85.0	20.0	27.0	0.20	0.43	149.0	255.0	90.0
C13	c	22.0	75.0	30.0	12.0	0.44	0.39	986.0	1115.0	90.0
C14	c	22.0	85.0	10.0	9.0	0.18	0.44	231.0	359.0	90.0
C15	c	20.0	80.0	40.0	1.0	0.36	0.12	722.0	812.0	90.0
C16	c	20.0	85.0	40.0	7.0	0.04	0.47	329.0	445.0	90.0
C17	c	18.0	75.0	20.0	14.0	0.46	0.07	594.0	750.0	90.0
C18	c	15.0	75.0	20.0	16.0	0.37	0.46	534.0	624.0	90.0
C19	c	15.0	80.0	10.0	2.0	0.34	0.13	426.0	542.0	90.0
C20	c	30.0	50.0	10.0	16.0	0.50	0.36	10.0	130.0	90.0
C21	c	30.0	52.0	20.0	27.0	0.41	0.26	11.0	135.0	90.0
C22	c	28.0	52.0	20.0	23.0	0.24	0.27	43.0	161.0	90.0
C23	c	28.0	55.0	10.0	19.0	0.17	0.38	13.0	127.0	90.0
C24	c	25.0	50.0	10.0	9.0	0.08	0.47	38.0	172.0	90.0
C25	c	25.0	52.0	40.0	21.0	0.41	0.20	121.0	269.0	90.0
C26	c	25.0	55.0	10.0	29.0	0.17	0.32	637.0	779.0	90.0
C27	c	23.0	52.0	10.0	20.0	0.14	0.18	240.0	334.0	90.0
C28	c	23.0	55.0	20.0	6.0	0.05	0.19	402.0	546.0	90.0
C29	c	20.0	50.0	10.0	28.0	0.11	0.06	148.0	252.0	90.0
C30	c	20.0	55.0	10.0	12.0	0.51	0.02	328.0	434.0	90.0
C31	c	10.0	35.0	20.0	17.0	0.40	0.46	441.0	543.0	90.0
C32	c	10.0	40.0	30.0	27.0	0.48	0.44	237.0	371.0	90.0
C33	c	8.0	40.0	40.0	22.0	0.07	0.49	314.0	478.0	90.0
C34	c	8.0	45.0	20.0	11.0	0.13	0.01	170.0	268.0	90.0
C35	c	5.0	35.0	10.0	10.0	0.35	0.28	620.0	760.0	90.0
C36	c	5.0	45.0	10.0	17.0	0.15	0.26	244.0	380.0	90.0
C37	c	2.0	40.0	20.0	22.0	0.41	0.37	544.0	644.0	90.0
C38	c	0.0	40.0	30.0	5.0	0.05	0.11	441.0	563.0	90.0
C39	c	0.0	45.0	20.0	22.0	0.25	0.20	342.0	472.0	90.0
C40	c	35.0	30.0	10.0	13.0	0.07	0.18	114.0	228.0	90.0
C41	c	35.0	32.0	10.0	26.0	0.44	0.30	19.0	139.0	90.0
C42	c	33.0	32.0	20.0	14.0	0.15	0.41	213.0	315.0	90.0
C43	c	33.0	35.0	10.0	16.0	0.02	0.28	759.0	879.0	90.0
C44	c	32.0	30.0	10.0	5.0	0.27	0.14	294.0	418.0	90.0
C45	c	30.0	30.0	10.0	17.0	0.37	0.33	394.0	502.0	90.0
C46	c	30.0	32.0	30.0	10.0	0.09	0.28	569.0	697.0	90.0
C47	c	30.0	35.0	10.0	15.0	0.43	0.24	670.0	782.0	90.0
C48	c	28.0	30.0	10.0	4.0	0.21	0.38	483.0	597.0	90.0
C49	c	28.0	35.0	10.0	29.0	0.04	0.21	980.0	1104.0	90.0
C50	c	26.0	32.0	10.0	10.0	0.29	0.33	897.0	1001.0	90.0
C51	c	25.0	30.0	10.0	1.0	0.04	0.05	790.0	922.0	90.0
