StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0
C1	c	25.0	85.0	20.0	23.0	0.23	0.31	300.0	420.0	10.0
C2	c	22.0	75.0	30.0	18.0	0.14	0.43	63.0	183.0	10.0
C3	c	22.0	85.0	10.0	21.0	0.05	0.16	338.0	458.0	10.0
C4	c	20.0	80.0	40.0	17.0	0.35	0.25	712.0	832.0	10.0
C5	c	20.0	85.0	20.0	27.0	0.41	0.37	789.0	909.0	10.0
C6	c	18.0	75.0	20.0	19.0	0.50	0.38	258.0	378.0	10.0
C7	c	15.0	75.0	20.0	4.0	0.21	0.06	129.0	249.0	10.0
C8	c	15.0	80.0	10.0	12.0	0.10	0.44	440.0	560.0	10.0
C9	c	10.0	35.0	20.0	5.0	0.45	0.30	654.0	774.0	10.0
C10	c	10.0	40.0	30.0	15.0	0.08	0.43	406.0	526.0	10.0
C11	c	8.0	40.0	40.0	13.0	0.15	0.47	401.0	521.0	10.0
C12	c	8.0	45.0	20.0	9.0	0.19	0.49	797.0	917.0	10.0
C13	c	5.0	35.0	10.0	14.0	0.18	0.22	39.0	159.0	10.0
C14	c	5.0	45.0	10.0	24.0	0.30	0.17	198.0	318.0	10.0
C15	c	2.0	40.0	20.0	29.0	0.11	0.20	748.0	868.0	10.0
C16	c	0.0	40.0	20.0	21.0	0.36	0.14	180.0	300.0	10.0
C17	c	0.0	45.0	20.0	13.0	0.08	0.04	176.0	296.0	10.0
C18	c	44.0	5.0	20.0	27.0	0.37	0.21	784.0	904.0	10.0
C19	c	42.0	10.0	40.0	1.0	0.34	0.21	41.0	161.0	10.0
C20	c	42.0	15.0	10.0	18.0	0.23	0.28	208.0	328.0	10.0
C21	c	40.0	5.0	10.0	26.0	0.31	0.31	522.0	642.0	10.0
C22	c	40.0	15.0	40.0	10.0	0.41	0.21	621.0	741.0	10.0
C23	c	38.0	5.0	30.0	0.0	0.15	0.00	269.0	389.0	10.0
C24	c	38.0	15.0	10.0	3.0	0.42	0.46	161.0	281.0	10.0
C25	c	35.0	5.0	20.0	6.0	0.40	0.25	46.0	166.0	10.0
C26	c	95.0	30.0	30.0	28.0	0.44	0.34	771.0	891.0	10.0
C27	c	95.0	35.0	20.0	11.0	0.03	0.02	675.0	795.0	10.0
C28	c	92.0	30.0	10.0	22.0	0.47	0.17	153.0	273.0	10.0
C29	c	90.0	35.0	10.0	12.0	0.42	0.50	501.0	621.0	10.0
C30	c	88.0	30.0	10.0	25.0	0.03	0.46	416.0	536.0	10.0
C31	c	88.0	35.0	20.0	14.0	0.01	0.08	779.0	899.0	10.0
C32	c	87.0	30.0	10.0	29.0	0.22	0.36	129.0	249.0	10.0
C33	c	85.0	25.0	10.0	18.0	0.47	0.15	766.0	886.0	10.0
C34	c	85.0	35.0	30.0	6.0	0.37	0.04	116.0	236.0	10.0
C35	c	67.0	85.0	20.0	14.0	0.17	0.46	647.0	767.0	10.0
C36	c	65.0	85.0	40.0	6.0	0.11	0.22	517.0	637.0	10.0
C37	c	65.0	82.0	10.0	23.0	0.27	0.12	252.0	372.0	10.0
