StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C50	c	47.0	47.0	13.0	22.0	0.27	0.33	507.0	599.0	10.0
C96	c	22.0	27.0	11.0	28.0	0.43	0.33	0.0	974.0	10.0
C79	c	57.0	48.0	23.0	6.0	0.32	0.26	0.0	964.0	10.0
C25	c	65.0	20.0	6.0	23.0	0.31	0.11	418.0	532.0	10.0
C49	c	6.0	68.0	30.0	22.0	0.45	0.27	0.0	946.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S1	f	64.0	37.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S7	f	20.0	61.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
S9	f	15.0	42.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
