StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C38	c	5.0	5.0	16.0	20.0	0.43	0.47	113.0	123.0	10.0
C11	c	20.0	65.0	12.0	19.0	0.09	0.20	55.0	65.0	10.0
C45	c	6.0	38.0	16.0	2.0	0.15	0.43	125.0	135.0	10.0
C2	c	35.0	17.0	7.0	20.0	0.26	0.23	0.0	202.0	10.0
C7	c	20.0	50.0	5.0	6.0	0.41	0.02	88.0	98.0	10.0
C59	c	21.0	24.0	28.0	10.0	0.34	0.06	101.0	111.0	10.0
C75	c	49.0	11.0	18.0	15.0	0.17	0.43	0.0	192.0	10.0
C48	c	13.0	52.0	36.0	2.0	0.46	0.20	147.0	157.0	10.0
C17	c	5.0	30.0	2.0	11.0	0.40	0.28	87.0	97.0	10.0
C1	c	41.0	49.0	10.0	4.0	0.50	0.09	36.0	46.0	10.0
C70	c	37.0	56.0	5.0	4.0	0.33	0.25	49.0	59.0	10.0
C91	c	15.0	19.0	1.0	5.0	0.12	0.39	87.0	97.0	10.0
C52	c	27.0	43.0	9.0	26.0	0.10	0.06	111.0	121.0	10.0
C95	c	25.0	24.0	20.0	10.0	0.12	0.24	140.0	150.0	10.0
C80	c	56.0	37.0	6.0	6.0	0.07	0.33	108.0	118.0	10.0
S0	f	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S1	f	64.0	37.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S5	f	28.0	62.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S7	f	20.0	61.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S9	f	15.0	42.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S11	f	11.0	18.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S12	f	-2.0	25.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
S14	f	25.0	4.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
