StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C1	c	41.0	49.0	10.0	26.0	0.16	0.21	16.0	256.0	10.0
C2	c	35.0	17.0	7.0	28.0	0.26	0.30	18.0	258.0	10.0
C3	c	55.0	45.0	13.0	12.0	0.19	0.25	721.0	961.0	10.0
C4	c	55.0	20.0	19.0	17.0	0.02	0.36	672.0	912.0	10.0
C5	c	15.0	30.0	26.0	4.0	0.33	0.36	21.0	261.0	10.0
C6	c	25.0	30.0	3.0	5.0	0.42	0.40	512.0	752.0	10.0
C7	c	20.0	50.0	5.0	18.0	0.20	0.48	22.0	262.0	10.0
C8	c	10.0	43.0	9.0	8.0	0.31	0.38	27.0	267.0	10.0
C9	c	55.0	60.0	16.0	17.0	0.11	0.38	509.0	749.0	10.0
C10	c	30.0	60.0	16.0	12.0	0.38	0.05	518.0	758.0	10.0
C11	c	20.0	65.0	12.0	20.0	0.37	0.26	641.0	881.0	10.0
C12	c	50.0	35.0	19.0	15.0	0.06	0.17	735.0	975.0	10.0
C13	c	30.0	25.0	23.0	15.0	0.17	0.44	12.0	252.0	10.0
C14	c	15.0	10.0	20.0	22.0	0.26	0.27	119.0	359.0	10.0
C15	c	30.0	5.0	8.0	16.0	0.49	0.05	719.0	959.0	10.0
C16	c	10.0	20.0	19.0	7.0	0.22	0.09	476.0	716.0	10.0
C17	c	5.0	30.0	2.0	24.0	0.50	0.30	682.0	922.0	10.0
C18	c	20.0	40.0	12.0	11.0	0.36	0.51	338.0	578.0	10.0
C19	c	15.0	60.0	17.0	6.0	0.47	0.40	178.0	418.0	10.0
C20	c	45.0	65.0	9.0	3.0	0.30	0.36	604.0	844.0	10.0
C21	c	45.0	20.0	11.0	27.0	0.11	0.07	20.0	260.0	10.0
C22	c	45.0	10.0	18.0	0.0	0.17	0.00	705.0	945.0	10.0
C23	c	55.0	5.0	29.0	21.0	0.34	0.09	64.0	304.0	10.0
C24	c	65.0	35.0	3.0	22.0	0.09	0.27	720.0	960.0	10.0
C25	c	65.0	20.0	6.0	29.0	0.30	0.31	34.0	274.0	10.0
C26	c	45.0	30.0	17.0	8.0	0.23	0.05	73.0	313.0	10.0
C27	c	35.0	40.0	16.0	23.0	0.50	0.41	268.0	508.0	10.0
C28	c	41.0	37.0	16.0	17.0	0.10	0.29	306.0	546.0	10.0
C29	c	64.0	42.0	9.0	15.0	0.40	0.20	720.0	960.0	10.0
C30	c	40.0	60.0	21.0	3.0	0.36	0.46	454.0	694.0	10.0
C31	c	31.0	52.0	27.0	19.0	0.04	0.41	580.0	820.0	10.0
C32	c	35.0	69.0	23.0	26.0	0.28	0.14	367.0	607.0	10.0
C33	c	53.0	52.0	11.0	23.0	0.16	0.21	209.0	449.0	10.0
C34	c	65.0	55.0	14.0	21.0	0.14	0.31	37.0	277.0	10.0
C35	c	63.0	65.0	8.0	13.0	0.12	0.36	690.0	930.0	10.0
C36	c	2.0	60.0	5.0	7.0	0.40	0.38	708.0	948.0	10.0
C37	c	20.0	20.0	8.0	24.0	0.05	0.25	469.0	709.0	10.0
C38	c	5.0	5.0	16.0	19.0	0.24	0.23	540.0	780.0	10.0
C39	c	60.0	12.0	31.0	0.0	0.20	0.00	242.0	482.0	10.0
C40	c	40.0	25.0	9.0	2.0	0.05	0.15	661.0	901.0	10.0
C41	c	42.0	7.0	5.0	6.0	0.51	0.07	721.0	961.0	10.0
C42	c	24.0	12.0	5.0	21.0	0.21	0.16	26.0	266.0	10.0
