StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
C70	c	35.0	69.0	23.0	14.0	0.21	0.14	83.0	113.0	10.0
C57	c	30.0	25.0	23.0	15.0	0.20	0.39	27.0	57.0	10.0
C49	c	42.0	12.0	10.0	10.0	0.34	0.38	85.0	115.0	10.0
C45	c	20.0	82.0	10.0	21.0	0.46	0.06	53.0	83.0	10.0
C54	c	55.0	60.0	16.0	12.0	0.36	0.19	170.0	200.0	10.0
C92	c	53.0	43.0	14.0	3.0	0.08	0.41	140.0	170.0	10.0
C26	c	95.0	30.0	30.0	14.0	0.40	0.31	121.0	151.0	10.0
C11	c	8.0	40.0	40.0	2.0	0.09	0.31	86.0	116.0	10.0
C53	c	20.0	50.0	5.0	10.0	0.37	0.34	0.0	210.0	10.0
C44	c	55.0	82.0	10.0	21.0	0.35	0.47	36.0	66.0	10.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
S1	f	77.0	52.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
S15	f	39.0	26.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
S19	f	77.0	30.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
