StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0
C1	c	25.0	85.0	20.0	10.0	0.41	0.35	127.0	191.0	10.0
C2	c	22.0	75.0	30.0	1.0	0.50	0.49	44.0	154.0	10.0
C3	c	22.0	85.0	10.0	5.0	0.21	0.38	40.0	190.0	10.0
C4	c	20.0	80.0	40.0	25.0	0.32	0.11	47.0	105.0	10.0
C5	c	20.0	85.0	20.0	24.0	0.17	0.15	68.0	189.0	10.0
C6	c	18.0	75.0	20.0	25.0	0.07	0.28	63.0	177.0	10.0
C7	c	15.0	75.0	20.0	26.0	0.15	0.27	87.0	147.0	10.0
C8	c	15.0	80.0	10.0	17.0	0.47	0.06	64.0	156.0	10.0
C9	c	10.0	35.0	20.0	22.0	0.04	0.45	85.0	191.0	10.0
C10	c	10.0	40.0	30.0	1.0	0.02	0.06	64.0	144.0	10.0
C11	c	8.0	40.0	40.0	23.0	0.50	0.16	56.0	146.0	10.0
C12	c	8.0	45.0	20.0	15.0	0.46	0.30	95.0	157.0	10.0
C13	c	5.0	35.0	10.0	25.0	0.26	0.30	39.0	130.0	10.0
C14	c	5.0	45.0	10.0	13.0	0.03	0.42	36.0	134.0	10.0
C15	c	2.0	40.0	20.0	29.0	0.09	0.41	81.0	155.0	10.0
C16	c	0.0	40.0	20.0	23.0	0.09	0.04	85.0	188.0	10.0
C17	c	0.0	45.0	20.0	27.0	0.01	0.33	111.0	189.0	10.0
C18	c	44.0	5.0	20.0	16.0	0.13	0.25	53.0	136.0	10.0
C19	c	42.0	10.0	40.0	29.0	0.29	0.15	48.0	146.0	10.0
C20	c	42.0	15.0	10.0	16.0	0.35	0.04	100.0	168.0	10.0
C21	c	40.0	5.0	10.0	28.0	0.48	0.35	75.0	185.0	10.0
C22	c	40.0	15.0	40.0	0.0	0.43	0.00	76.0	166.0	10.0
C23	c	38.0	5.0	30.0	15.0	0.29	0.28	53.0	184.0	10.0
C24	c	38.0	15.0	10.0	15.0	0.36	0.06	82.0	164.0	10.0
C25	c	35.0	5.0	20.0	25.0	0.36	0.17	84.0	168.0	10.0
C26	c	95.0	30.0	30.0	15.0	0.18	0.34	75.0	165.0	10.0
C27	c	95.0	35.0	20.0	28.0	0.41	0.47	75.0	172.0	10.0
C28	c	92.0	30.0	10.0	13.0	0.19	0.33	72.0	174.0	10.0
C29	c	90.0	35.0	10.0	4.0	0.39	0.35	92.0	177.0	10.0
C30	c	88.0	30.0	10.0	23.0	0.27	0.30	96.0	178.0	10.0
C31	c	88.0	35.0	20.0	14.0	0.27	0.28	68.0	179.0	10.0
C32	c	87.0	30.0	10.0	18.0	0.21	0.20	67.0	157.0	10.0
C33	c	85.0	25.0	10.0	20.0	0.10	0.05	66.0	178.0	10.0
C34	c	85.0	35.0	30.0	19.0	0.26	0.51	85.0	182.0	10.0
C35	c	67.0	85.0	20.0	17.0	0.02	0.04	59.0	185.0	10.0
C36	c	65.0	85.0	40.0	26.0	0.44	0.02	57.0	151.0	10.0
C37	c	65.0	82.0	10.0	24.0	0.32	0.40	56.0	189.0	10.0
C38	c	62.0	80.0	30.0	25.0	0.39	0.39	50.0	160.0	10.0
C39	c	60.0	80.0	10.0	12.0	0.48	0.10	56.0	174.0	10.0
C40	c	60.0	85.0	30.0	19.0	0.34	0.12	116.0	189.0	10.0
C41	c	58.0	75.0	20.0	15.0	0.04	0.38	76.0	174.0	10.0
C42	c	55.0	80.0	10.0	24.0	0.39	0.36	34.0	96.0	10.0
C43	c	55.0	85.0	20.0	11.0	0.21	0.13	56.0	188.0	10.0
C44	c	55.0	82.0	10.0	22.0	0.17	0.44	36.0	138.0	10.0
C45	c	20.0	82.0	10.0	11.0	0.05	0.10	38.0	174.0	10.0
C46	c	18.0	80.0	10.0	0.0	0.37	0.00	90.0	192.0	10.0
C47	c	2.0	45.0	10.0	1.0	0.30	0.47	39.0	148.0	10.0
C48	c	42.0	5.0	10.0	17.0	0.27	0.17	79.0	184.0	10.0
C49	c	42.0	12.0	10.0	7.0	0.36	0.04	54.0	146.0	10.0
C50	c	72.0	35.0	30.0	21.0	0.45	0.33	125.0	194.0	10.0
C51	c	55.0	20.0	19.0	9.0	0.05	0.31	98.0	196.0	10.0
C52	c	25.0	30.0	3.0	5.0	0.34	0.10	25.0	145.0	10.0
C53	c	20.0	50.0	5.0	21.0	0.18	0.38	20.0	116.0	10.0
C54	c	55.0	60.0	16.0	3.0	0.41	0.50	120.0	211.0	10.0
C55	c	30.0	60.0	16.0	1.0	0.36	0.11	15.0	144.0	10.0
C56	c	50.0	35.0	19.0	5.0	0.40	0.41	91.0	205.0	10.0
C57	c	30.0	25.0	23.0	25.0	0.38	0.31	27.0	115.0	10.0
C58	c	15.0	10.0	20.0	18.0	0.23	0.05	56.0	144.0	10.0
C59	c	10.0	20.0	19.0	25.0	0.36	0.23	50.0	142.0	10.0
C60	c	15.0	60.0	17.0	6.0	0.32	0.29	103.0	203.0	10.0
C61	c	45.0	65.0	9.0	21.0	0.20	0.03	47.0	214.0	10.0
C62	c	65.0	35.0	3.0	7.0	0.39	0.42	30.0	123.0	10.0
C63	c	65.0	20.0	6.0	17.0	0.19	0.07	40.0	164.0	10.0
C64	c	45.0	30.0	17.0	24.0	0.11	0.31	42.0	118.0	10.0
C65	c	35.0	40.0	16.0	25.0	0.31	0.47	12.0	89.0	10.0
C66	c	41.0	37.0	16.0	23.0	0.10	0.14	14.0	126.0	10.0
C67	c	64.0	42.0	9.0	13.0	0.25	0.11	107.0	204.0	10.0
C68	c	40.0	60.0	21.0	7.0	0.43	0.39	59.0	169.0	10.0
C69	c	31.0	52.0	27.0	10.0	0.44	0.10	10.0	104.0	10.0
C70	c	35.0	69.0	23.0	12.0	0.07	0.10	61.0	135.0	10.0
C71	c	65.0	55.0	14.0	26.0	0.39	0.20	33.0	97.0	10.0
C72	c	63.0	65.0	8.0	20.0	0.40	0.20	66.0	176.0	10.0
C73	c	2.0	60.0	5.0	16.0	0.12	0.20	79.0	141.0	10.0
C74	c	20.0	20.0	8.0	2.0	0.23	0.09	98.0	170.0	10.0
C75	c	5.0	5.0	16.0	8.0	0.04	0.03	65.0	139.0	10.0
C76	c	60.0	12.0	31.0	2.0	0.40	0.50	55.0	152.0	10.0
C77	c	23.0	3.0	7.0	5.0	0.48	0.38	65.0	168.0	10.0
C78	c	8.0	56.0	27.0	17.0	0.17	0.47	33.0	168.0	10.0
C79	c	6.0	68.0	30.0	16.0	0.51	0.04	39.0	131.0	10.0
C80	c	47.0	47.0	13.0	27.0	0.31	0.03	8.0	130.0	10.0
C81	c	49.0	58.0	10.0	7.0	0.44	0.22	131.0	213.0	10.0
C82	c	27.0	43.0	9.0	4.0	0.28	0.30	90.0	168.0	10.0
C83	c	37.0	31.0	14.0	24.0	0.31	0.22	84.0	182.0	10.0
C84	c	57.0	29.0	18.0	29.0	0.19	0.25	38.0	138.0	10.0
C85	c	63.0	23.0	2.0	9.0	0.26	0.05	36.0	180.0	10.0
C86	c	21.0	24.0	28.0	27.0	0.27	0.23	139.0	191.0	10.0
C87	c	12.0	24.0	13.0	6.0	0.21	0.34	58.0	88.0	10.0
