StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0
C1	c	41.0	49.0	10.0	17.0	0.46	0.17	36.0	46.0	10.0
C2	c	35.0	17.0	7.0	20.0	0.48	0.41	0.0	202.0	10.0
C3	c	55.0	45.0	13.0	18.0	0.31	0.12	28.0	38.0	10.0
C4	c	55.0	20.0	19.0	12.0	0.36	0.26	107.0	117.0	10.0
C5	c	15.0	30.0	26.0	3.0	0.47	0.27	0.0	199.0	10.0
C6	c	25.0	30.0	3.0	10.0	0.30	0.40	95.0	105.0	10.0
C7	c	20.0	50.0	5.0	10.0	0.35	0.24	88.0	98.0	10.0
C8	c	10.0	43.0	9.0	14.0	0.28	0.06	27.0	37.0	10.0
C9	c	55.0	60.0	16.0	1.0	0.08	0.21	0.0	187.0	10.0
C10	c	30.0	60.0	16.0	21.0	0.18	0.18	0.0	194.0	10.0
C11	c	20.0	65.0	12.0	19.0	0.31	0.35	61.0	71.0	10.0
C12	c	50.0	35.0	19.0	12.0	0.15	0.20	177.0	187.0	10.0
C13	c	30.0	25.0	23.0	10.0	0.35	0.28	0.0	208.0	10.0
C14	c	15.0	10.0	20.0	28.0	0.15	0.45	157.0	167.0	10.0
C15	c	30.0	5.0	8.0	28.0	0.34	0.06	114.0	124.0	10.0
C16	c	10.0	20.0	19.0	16.0	0.14	0.09	71.0	81.0	10.0
C17	c	5.0	30.0	2.0	11.0	0.34	0.37	73.0	83.0	10.0
C18	c	20.0	40.0	12.0	18.0	0.13	0.08	0.0	204.0	10.0
C19	c	15.0	60.0	17.0	17.0	0.38	0.04	48.0	58.0	10.0
C20	c	45.0	65.0	9.0	24.0	0.19	0.46	159.0	169.0	10.0
C21	c	45.0	20.0	11.0	3.0	0.41	0.23	0.0	201.0	10.0
C22	c	45.0	10.0	18.0	0.0	0.46	0.00	0.0	193.0	10.0
C23	c	55.0	5.0	29.0	6.0	0.47	0.44	119.0	129.0	10.0
C24	c	65.0	35.0	3.0	19.0	0.14	0.44	0.0	190.0	10.0
C25	c	65.0	20.0	6.0	2.0	0.27	0.11	0.0	186.0	10.0
C26	c	45.0	30.0	17.0	21.0	0.42	0.38	174.0	184.0	10.0
C27	c	35.0	40.0	16.0	8.0	0.33	0.12	173.0	183.0	10.0
C28	c	41.0	37.0	16.0	29.0	0.19	0.03	0.0	213.0	10.0
C29	c	64.0	42.0	9.0	14.0	0.49	0.27	117.0	127.0	10.0
C30	c	40.0	60.0	21.0	18.0	0.34	0.41	163.0	173.0	10.0
C31	c	31.0	52.0	27.0	5.0	0.47	0.13	25.0	35.0	10.0
