StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	35.0	35.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0
C1	c	41.0	49.0	10.0	7.0	0.48	0.42	16.0	229.0	10.0
C2	c	35.0	17.0	7.0	25.0	0.30	0.47	18.0	481.0	10.0
C3	c	55.0	45.0	13.0	27.0	0.06	0.43	266.0	967.0	10.0
C4	c	55.0	20.0	19.0	28.0	0.34	0.40	701.0	883.0	10.0
C5	c	15.0	30.0	26.0	21.0	0.50	0.27	21.0	535.0	10.0
C6	c	25.0	30.0	3.0	25.0	0.07	0.34	391.0	873.0	10.0
C7	c	20.0	50.0	5.0	13.0	0.08	0.43	22.0	210.0	10.0
C8	c	10.0	43.0	9.0	17.0	0.36	0.39	27.0	395.0	10.0
C9	c	55.0	60.0	16.0	6.0	0.17	0.13	409.0	849.0	10.0
C10	c	30.0	60.0	16.0	9.0	0.28	0.15	489.0	787.0	10.0
C11	c	20.0	65.0	12.0	0.0	0.28	0.00	584.0	938.0	10.0
C12	c	50.0	35.0	19.0	4.0	0.35	0.11	769.0	975.0	10.0
C13	c	30.0	25.0	23.0	10.0	0.27	0.04	12.0	366.0	10.0
C14	c	15.0	10.0	20.0	22.0	0.38	0.48	42.0	436.0	10.0
C15	c	30.0	5.0	8.0	4.0	0.06	0.12	697.0	959.0	10.0
C16	c	10.0	20.0	19.0	6.0	0.06	0.37	385.0	807.0	10.0
C17	c	5.0	30.0	2.0	27.0	0.20	0.28	659.0	945.0	10.0
C18	c	20.0	40.0	12.0	17.0	0.25	0.29	301.0	615.0	10.0
C19	c	15.0	60.0	17.0	15.0	0.06	0.43	103.0	493.0	10.0
C20	c	45.0	65.0	9.0	4.0	0.21	0.30	609.0	839.0	10.0
C21	c	45.0	20.0	11.0	12.0	0.35	0.13	19.0	473.0	10.0
C22	c	45.0	10.0	18.0	14.0	0.38	0.35	607.0	963.0	10.0
C23	c	55.0	5.0	29.0	14.0	0.18	0.47	37.0	625.0	10.0
C24	c	65.0	35.0	3.0	25.0	0.40	0.45	646.0	960.0	10.0
C25	c	65.0	20.0	6.0	21.0	0.35	0.18	34.0	358.0	10.0
C26	c	45.0	30.0	17.0	3.0	0.44	0.43	19.0	367.0	10.0
C27	c	35.0	40.0	16.0	10.0	0.12	0.18	97.0	679.0	10.0
C28	c	41.0	37.0	16.0	29.0	0.23	0.29	215.0	637.0	10.0
C29	c	64.0	42.0	9.0	12.0	0.51	0.36	639.0	960.0	10.0
C30	c	40.0	60.0	21.0	13.0	0.34	0.50	422.0	726.0	10.0
C31	c	31.0	52.0	27.0	6.0	0.28	0.04	224.0	972.0	10.0
C32	c	35.0	69.0	23.0	10.0	0.19	0.47	312.0	662.0	10.0
C33	c	53.0	52.0	11.0	2.0	0.39	0.48	75.0	583.0	10.0
C34	c	65.0	55.0	14.0	8.0	0.41	0.45	37.0	424.0	10.0
C35	c	63.0	65.0	8.0	19.0	0.20	0.17	404.0	948.0	10.0
C36	c	2.0	60.0	5.0	14.0	0.30	0.41	577.0	948.0	10.0
C37	c	20.0	20.0	8.0	0.0	0.06	0.00	296.0	882.0	10.0
C38	c	5.0	5.0	16.0	24.0	0.38	0.06	432.0	888.0	10.0
C39	c	60.0	12.0	31.0	19.0	0.13	0.37	113.0	611.0	10.0
C40	c	40.0	25.0	9.0	8.0	0.41	0.46	652.0	910.0	10.0
C41	c	42.0	7.0	5.0	21.0	0.45	0.15	570.0	961.0	10.0
C42	c	24.0	12.0	5.0	25.0	0.14	0.49	26.0	227.0	10.0
C43	c	23.0	3.0	7.0	6.0	0.35	0.21	180.0	760.0	10.0
C44	c	11.0	14.0	18.0	2.0	0.29	0.46	440.0	852.0	10.0
C45	c	6.0	38.0	16.0	24.0	0.35	0.24	366.0	960.0	10.0
C46	c	2.0	48.0	1.0	9.0	0.04	0.38	36.0	450.0	10.0
C47	c	8.0	56.0	27.0	2.0	0.11	0.04	467.0	915.0	10.0
C48	c	13.0	52.0	36.0	27.0	0.15	0.25	274.0	702.0	10.0
C49	c	6.0	68.0	30.0	24.0	0.42	0.14	583.0	946.0	10.0
C50	c	47.0	47.0	13.0	24.0	0.13	0.13	433.0	673.0	10.0
C51	c	49.0	58.0	10.0	27.0	0.20	0.03	570.0	963.0	10.0
C52	c	27.0	43.0	9.0	0.0	0.13	0.00	59.0	565.0	10.0
C53	c	37.0	31.0	14.0	23.0	0.43	0.10	261.0	643.0	10.0
C54	c	57.0	29.0	18.0	16.0	0.24	0.28	23.0	379.0	10.0
C55	c	63.0	23.0	2.0	8.0	0.13	0.27	227.0	783.0	10.0
C56	c	53.0	12.0	6.0	10.0	0.12	0.44	480.0	960.0	10.0
C57	c	32.0	12.0	7.0	7.0	0.29	0.03	360.0	698.0	10.0
C58	c	36.0	26.0	18.0	18.0	0.21	0.22	288.0	626.0	10.0
C59	c	21.0	24.0	28.0	15.0	0.18	0.05	18.0	376.0	10.0
C60	c	17.0	34.0	3.0	5.0	0.43	0.05	454.0	856.0	10.0
C61	c	12.0	24.0	13.0	24.0	0.05	0.45	61.0	819.0	10.0
C62	c	24.0	58.0	19.0	23.0	0.26	0.20	598.0	964.0	10.0
C63	c	27.0	69.0	10.0	19.0	0.27	0.41	424.0	955.0	10.0
C64	c	15.0	77.0	9.0	22.0	0.49	0.32	629.0	911.0	10.0
C65	c	62.0	77.0	20.0	1.0	0.07	0.35	50.0	330.0	10.0
C66	c	49.0	73.0	25.0	17.0	0.21	0.05	442.0	912.0	10.0
C67	c	67.0	5.0	25.0	16.0	0.44	0.47	44.0	433.0	10.0
C68	c	56.0	39.0	36.0	19.0	0.38	0.48	162.0	622.0	10.0
C69	c	37.0	47.0	6.0	0.0	0.47	0.00	346.0	714.0	10.0
C70	c	37.0	56.0	5.0	5.0	0.35	0.26	22.0	286.0	10.0
C71	c	57.0	68.0	15.0	9.0	0.30	0.21	645.0	861.0	10.0
C72	c	47.0	16.0	25.0	18.0	0.44	0.41	23.0	483.0	10.0
C73	c	44.0	17.0	9.0	5.0	0.11	0.13	765.0	969.0	10.0
