StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
C24	c	25.0	50.0	10.0	21.0	0.09	0.29	2645.0	3285.0	90.0
C20	c	30.0	50.0	10.0	17.0	0.19	0.22	2650.0	3290.0	90.0
C98	c	58.0	75.0	20.0	10.0	0.36	0.05	79.0	719.0	90.0
C75	c	45.0	65.0	20.0	11.0	0.19	0.39	939.0	1579.0	90.0
C79	c	87.0	30.0	10.0	27.0	0.36	0.49	1082.0	1722.0	90.0
C88	c	65.0	60.0	30.0	6.0	0.14	0.46	27.0	667.0	90.0
C31	c	10.0	35.0	20.0	11.0	0.14	0.09	2020.0	2660.0	90.0
C82	c	75.0	55.0	20.0	11.0	0.40	0.12	268.0	908.0	90.0
C59	c	38.0	10.0	10.0	22.0	0.07	0.05	1056.0	1696.0	90.0
C22	c	28.0	52.0	20.0	14.0	0.08	0.39	2647.0	3287.0	90.0
C52	c	25.0	35.0	10.0	2.0	0.42	0.49	162.0	802.0	90.0
C73	c	92.0	30.0	10.0	14.0	0.30	0.20	888.0	1528.0	90.0
C43	c	33.0	35.0	10.0	29.0	0.07	0.27	17.0	657.0	90.0
C85	c	86.0	46.0	30.0	14.0	0.19	0.19	503.0	1143.0	90.0
C7	c	58.0	70.0	20.0	12.0	0.11	0.38	27.0	667.0	90.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S1	f	77.0	52.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S14	f	27.0	10.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
S19	f	77.0	30.0	0.0	0.0	0.0	0.0	0.0	3390.0	0.0
